Fecha de la medida;Hora de la medida;Medida de la magnitud activa entrante;Método de obtención
04/06/2023;19;500;R
04/06/2023;20;174;R
04/06/2023;21;68;R
04/06/2023;22;103;R
04/06/2023;23;71;R
04/06/2023;24;62;R
05/06/2023;1;55;R
05/06/2023;2;52;R
05/06/2023;3;52;R
05/06/2023;4;46;R
05/06/2023;5;46;R
05/06/2023;6;46;R
05/06/2023;7;42;R
05/06/2023;8;46;R
05/06/2023;9;46;R
05/06/2023;10;40;R
05/06/2023;11;47;R
05/06/2023;12;39;R
05/06/2023;13;42;R
05/06/2023;14;41;R
05/06/2023;15;41;R
05/06/2023;16;38;R
05/06/2023;17;38;R
05/06/2023;18;41;R
05/06/2023;19;39;R
05/06/2023;20;40;R
05/06/2023;21;39;R
05/06/2023;22;39;R
05/06/2023;23;38;R
05/06/2023;24;38;R
06/06/2023;1;38;R
06/06/2023;2;38;R
06/06/2023;3;37;R
06/06/2023;4;38;R
06/06/2023;5;38;R
06/06/2023;6;38;R
06/06/2023;7;39;R
06/06/2023;8;38;R
06/06/2023;9;38;R
06/06/2023;10;37;R
06/06/2023;11;38;R
06/06/2023;12;38;R
06/06/2023;13;37;R
06/06/2023;14;39;R
06/06/2023;15;37;R
06/06/2023;16;36;R
06/06/2023;17;37;R
06/06/2023;18;38;R
06/06/2023;19;38;R
06/06/2023;20;38;R
06/06/2023;21;39;R
06/06/2023;22;39;R
06/06/2023;23;38;R
06/06/2023;24;39;R
07/06/2023;1;38;R
07/06/2023;2;38;R
07/06/2023;3;39;R
07/06/2023;4;38;R
07/06/2023;5;38;R
07/06/2023;6;39;R
07/06/2023;7;36;R
07/06/2023;8;37;R
07/06/2023;9;38;R
07/06/2023;10;39;R
07/06/2023;11;39;R
07/06/2023;12;38;R
07/06/2023;13;39;R
07/06/2023;14;38;R
07/06/2023;15;38;R
07/06/2023;16;39;R
07/06/2023;17;38;R
07/06/2023;18;39;R
07/06/2023;19;38;R
07/06/2023;20;39;R
07/06/2023;21;38;R
07/06/2023;22;39;R
07/06/2023;23;38;R
07/06/2023;24;39;R
08/06/2023;1;37;R
08/06/2023;2;37;R
08/06/2023;3;47;R
08/06/2023;4;94;R
08/06/2023;5;53;R
08/06/2023;6;38;R
08/06/2023;7;37;R
08/06/2023;8;39;R
08/06/2023;9;39;R
08/06/2023;10;38;R
08/06/2023;11;39;R
08/06/2023;12;39;R
08/06/2023;13;38;R
08/06/2023;14;40;R
08/06/2023;15;40;R
08/06/2023;16;38;R
08/06/2023;17;38;R
08/06/2023;18;38;R
08/06/2023;19;37;R
08/06/2023;20;38;R
08/06/2023;21;38;R
08/06/2023;22;39;R
08/06/2023;23;39;R
08/06/2023;24;39;R
09/06/2023;1;39;R
09/06/2023;2;38;R
09/06/2023;3;39;R
09/06/2023;4;38;R
09/06/2023;5;39;R
09/06/2023;6;38;R
09/06/2023;7;37;R
09/06/2023;8;39;R
09/06/2023;9;37;R
09/06/2023;10;39;R
09/06/2023;11;37;R
09/06/2023;12;37;R
09/06/2023;13;36;R
09/06/2023;14;42;R
09/06/2023;15;38;R
09/06/2023;16;39;R
09/06/2023;17;39;R
09/06/2023;18;38;R
09/06/2023;19;39;R
09/06/2023;20;39;R
09/06/2023;21;38;R
09/06/2023;22;38;R
09/06/2023;23;39;R
09/06/2023;24;38;R
10/06/2023;1;38;R
10/06/2023;2;37;R
10/06/2023;3;36;R
10/06/2023;4;38;R
10/06/2023;5;38;R
10/06/2023;6;39;R
10/06/2023;7;38;R
10/06/2023;8;39;R
10/06/2023;9;38;R
10/06/2023;10;37;R
10/06/2023;11;39;R
10/06/2023;12;38;R
10/06/2023;13;37;R
10/06/2023;14;37;R
10/06/2023;15;36;R
10/06/2023;16;37;R
10/06/2023;17;38;R
10/06/2023;18;39;R
10/06/2023;19;38;R
10/06/2023;20;39;R
10/06/2023;21;39;R
10/06/2023;22;38;R
10/06/2023;23;39;R
10/06/2023;24;38;R
11/06/2023;1;39;R
11/06/2023;2;38;R
11/06/2023;3;38;R
11/06/2023;4;38;R
11/06/2023;5;36;R
11/06/2023;6;38;R
11/06/2023;7;37;R
11/06/2023;8;39;R
11/06/2023;9;39;R
11/06/2023;10;87;R
11/06/2023;11;60;R
11/06/2023;12;40;R
11/06/2023;13;41;R
11/06/2023;14;39;R
11/06/2023;15;39;R
11/06/2023;16;39;R
11/06/2023;17;38;R
11/06/2023;18;39;R
11/06/2023;19;39;R
11/06/2023;20;39;R
11/06/2023;21;39;R
11/06/2023;22;39;R
11/06/2023;23;39;R
11/06/2023;24;39;R
12/06/2023;1;39;R
12/06/2023;2;39;R
12/06/2023;3;39;R
12/06/2023;4;38;R
12/06/2023;5;39;R
12/06/2023;6;38;R
12/06/2023;7;39;R
12/06/2023;8;38;R
12/06/2023;9;38;R
12/06/2023;10;39;R
12/06/2023;11;38;R
12/06/2023;12;38;R
12/06/2023;13;40;R
12/06/2023;14;38;R
12/06/2023;15;37;R
12/06/2023;16;38;R
12/06/2023;17;38;R
12/06/2023;18;39;R
12/06/2023;19;39;R
12/06/2023;20;39;R
12/06/2023;21;39;R
12/06/2023;22;38;R
12/06/2023;23;39;R
12/06/2023;24;39;R
13/06/2023;1;39;R
13/06/2023;2;38;R
13/06/2023;3;39;R
13/06/2023;4;38;R
13/06/2023;5;39;R
13/06/2023;6;38;R
13/06/2023;7;38;R
13/06/2023;8;38;R
13/06/2023;9;37;R
13/06/2023;10;36;R
13/06/2023;11;38;R
13/06/2023;12;38;R
13/06/2023;13;39;R
13/06/2023;14;39;R
13/06/2023;15;38;R
13/06/2023;16;39;R
13/06/2023;17;38;R
13/06/2023;18;38;R
13/06/2023;19;38;R
13/06/2023;20;39;R
13/06/2023;21;38;R
13/06/2023;22;38;R
13/06/2023;23;36;R
13/06/2023;24;37;R
14/06/2023;1;39;R
14/06/2023;2;38;R
14/06/2023;3;39;R
14/06/2023;4;39;R
14/06/2023;5;39;R
14/06/2023;6;38;R
14/06/2023;7;39;R
14/06/2023;8;38;R
14/06/2023;9;38;R
14/06/2023;10;39;R
14/06/2023;11;38;R
14/06/2023;12;38;R
14/06/2023;13;38;R
14/06/2023;14;38;R
14/06/2023;15;38;R
14/06/2023;16;62;R
14/06/2023;17;82;R
14/06/2023;18;43;R
14/06/2023;19;37;R
14/06/2023;20;41;R
14/06/2023;21;41;R
14/06/2023;22;39;R
14/06/2023;23;39;R
14/06/2023;24;39;R
15/06/2023;1;39;R
15/06/2023;2;39;R
15/06/2023;3;39;R
15/06/2023;4;39;R
15/06/2023;5;39;R
15/06/2023;6;39;R
15/06/2023;7;38;R
15/06/2023;8;39;R
15/06/2023;9;39;R
15/06/2023;10;38;R
15/06/2023;11;39;R
15/06/2023;12;39;R
15/06/2023;13;39;R
15/06/2023;14;39;R
15/06/2023;15;39;R
15/06/2023;16;38;R
15/06/2023;17;39;R
15/06/2023;18;39;R
15/06/2023;19;39;R
15/06/2023;20;39;R
15/06/2023;21;39;R
15/06/2023;22;39;R
15/06/2023;23;39;R
15/06/2023;24;39;R
16/06/2023;1;39;R
16/06/2023;2;39;R
16/06/2023;3;40;R
16/06/2023;4;38;R
16/06/2023;5;39;R
16/06/2023;6;39;R
16/06/2023;7;39;R
16/06/2023;8;39;R
16/06/2023;9;39;R
16/06/2023;10;39;R
16/06/2023;11;38;R
16/06/2023;12;39;R
16/06/2023;13;41;R
16/06/2023;14;44;R
16/06/2023;15;40;R
16/06/2023;16;39;R
16/06/2023;17;39;R
16/06/2023;18;40;R
16/06/2023;19;39;R
16/06/2023;20;39;R
16/06/2023;21;39;R
16/06/2023;22;38;R
16/06/2023;23;44;R
16/06/2023;24;40;R
17/06/2023;1;39;R
17/06/2023;2;40;R
17/06/2023;3;39;R
17/06/2023;4;39;R
17/06/2023;5;39;R
17/06/2023;6;43;R
17/06/2023;7;40;R
17/06/2023;8;40;R
17/06/2023;9;39;R
17/06/2023;10;39;R
17/06/2023;11;38;R
17/06/2023;12;44;R
17/06/2023;13;40;R
17/06/2023;14;40;R
17/06/2023;15;39;R
17/06/2023;16;46;R
17/06/2023;17;41;R
17/06/2023;18;40;R
17/06/2023;19;40;R
17/06/2023;20;39;R
17/06/2023;21;83;R
17/06/2023;22;71;R
17/06/2023;23;44;R
17/06/2023;24;44;R
18/06/2023;1;45;R
18/06/2023;2;44;R
18/06/2023;3;43;R
18/06/2023;4;39;R
18/06/2023;5;44;R
18/06/2023;6;41;R
18/06/2023;7;45;R
18/06/2023;8;43;R
18/06/2023;9;43;R
18/06/2023;10;41;R
18/06/2023;11;39;R
18/06/2023;12;41;R
18/06/2023;13;43;R
18/06/2023;14;40;R
18/06/2023;15;48;R
18/06/2023;16;41;R
18/06/2023;17;38;R
18/06/2023;18;44;R
18/06/2023;19;39;R
18/06/2023;20;44;R
18/06/2023;21;42;R
18/06/2023;22;46;R
18/06/2023;23;38;R
18/06/2023;24;43;R
19/06/2023;1;40;R
19/06/2023;2;40;R
19/06/2023;3;46;R
19/06/2023;4;42;R
19/06/2023;5;39;R
19/06/2023;6;40;R
19/06/2023;7;39;R
19/06/2023;8;40;R
19/06/2023;9;43;R
19/06/2023;10;40;R
19/06/2023;11;43;R
19/06/2023;12;43;R
19/06/2023;13;43;R
19/06/2023;14;41;R
19/06/2023;15;39;R
19/06/2023;16;43;R
19/06/2023;17;43;R
19/06/2023;18;42;R
19/06/2023;19;38;R
19/06/2023;20;41;R
19/06/2023;21;43;R
19/06/2023;22;41;R
19/06/2023;23;43;R
19/06/2023;24;43;R
20/06/2023;1;43;R
20/06/2023;2;42;R
20/06/2023;3;39;R
20/06/2023;4;43;R
20/06/2023;5;41;R
20/06/2023;6;44;R
20/06/2023;7;39;R
20/06/2023;8;44;R
20/06/2023;9;40;R
20/06/2023;10;41;R
20/06/2023;11;46;R
20/06/2023;12;42;R
20/06/2023;13;44;R
20/06/2023;14;73;R
20/06/2023;15;38;R
20/06/2023;16;44;R
20/06/2023;17;40;R
20/06/2023;18;46;R
20/06/2023;19;38;R
20/06/2023;20;43;R
20/06/2023;21;40;R
20/06/2023;22;44;R
20/06/2023;23;39;R
20/06/2023;24;44;R
21/06/2023;1;40;R
21/06/2023;2;45;R
21/06/2023;3;81;R
21/06/2023;4;71;R
21/06/2023;5;40;R
21/06/2023;6;45;R
21/06/2023;7;44;R
21/06/2023;8;42;R
21/06/2023;9;42;R
21/06/2023;10;45;R
21/06/2023;11;42;R
21/06/2023;12;40;R
21/06/2023;13;39;R
21/06/2023;14;38;R
21/06/2023;15;44;R
21/06/2023;16;41;R
21/06/2023;17;40;R
21/06/2023;18;46;R
21/06/2023;19;42;R
21/06/2023;20;39;R
21/06/2023;21;40;R
21/06/2023;22;39;R
21/06/2023;23;44;R
21/06/2023;24;43;R
22/06/2023;1;41;R
22/06/2023;2;39;R
22/06/2023;3;41;R
22/06/2023;4;43;R
22/06/2023;5;40;R
22/06/2023;6;40;R
22/06/2023;7;38;R
22/06/2023;8;42;R
22/06/2023;9;42;R
22/06/2023;10;42;R
22/06/2023;11;40;R
22/06/2023;12;43;R
22/06/2023;13;40;R
22/06/2023;14;40;R
22/06/2023;15;40;R
22/06/2023;16;39;R
22/06/2023;17;39;R
22/06/2023;18;44;R
22/06/2023;19;40;R
22/06/2023;20;43;R
22/06/2023;21;40;R
22/06/2023;22;42;R
22/06/2023;23;42;R
22/06/2023;24;42;R
23/06/2023;1;42;R
23/06/2023;2;42;R
23/06/2023;3;42;R
23/06/2023;4;40;R
23/06/2023;5;40;R
23/06/2023;6;39;R
23/06/2023;7;43;R
23/06/2023;8;43;R
23/06/2023;9;42;R
23/06/2023;10;38;R
23/06/2023;11;44;R
23/06/2023;12;40;R
23/06/2023;13;40;R
23/06/2023;14;47;R
23/06/2023;15;42;R
23/06/2023;16;38;R
23/06/2023;17;45;R
23/06/2023;18;39;R
23/06/2023;19;43;R
23/06/2023;20;41;R
23/06/2023;21;40;R
23/06/2023;22;46;R
23/06/2023;23;43;R
23/06/2023;24;41;R
24/06/2023;1;47;R
24/06/2023;2;42;R
24/06/2023;3;40;R
24/06/2023;4;45;R
24/06/2023;5;39;R
24/06/2023;6;43;R
24/06/2023;7;41;R
24/06/2023;8;90;R
24/06/2023;9;70;R
24/06/2023;10;42;R
24/06/2023;11;46;R
24/06/2023;12;45;R
24/06/2023;13;44;R
24/06/2023;14;44;R
24/06/2023;15;45;R
24/06/2023;16;44;R
24/06/2023;17;42;R
24/06/2023;18;46;R
24/06/2023;19;44;R
24/06/2023;20;41;R
24/06/2023;21;47;R
24/06/2023;22;45;R
24/06/2023;23;40;R
24/06/2023;24;48;R
25/06/2023;1;42;R
25/06/2023;2;42;R
25/06/2023;3;42;R
25/06/2023;4;46;R
25/06/2023;5;44;R
25/06/2023;6;46;R
25/06/2023;7;42;R
25/06/2023;8;47;R
25/06/2023;9;44;R
25/06/2023;10;42;R
25/06/2023;11;47;R
25/06/2023;12;44;R
25/06/2023;13;41;R
25/06/2023;14;46;R
25/06/2023;15;41;R
25/06/2023;16;45;R
25/06/2023;17;46;R
25/06/2023;18;45;R
25/06/2023;19;45;R
25/06/2023;20;47;R
25/06/2023;21;44;R
25/06/2023;22;47;R
25/06/2023;23;46;R
25/06/2023;24;43;R
26/06/2023;1;48;R
26/06/2023;2;47;R
26/06/2023;3;41;R
26/06/2023;4;50;R
26/06/2023;5;42;R
26/06/2023;6;44;R
26/06/2023;7;46;R
26/06/2023;8;46;R
26/06/2023;9;45;R
26/06/2023;10;47;R
26/06/2023;11;44;R
26/06/2023;12;46;R
26/06/2023;13;48;R
26/06/2023;14;43;R
26/06/2023;15;48;R
26/06/2023;16;47;R
26/06/2023;17;42;R
26/06/2023;18;49;R
26/06/2023;19;47;R
26/06/2023;20;42;R
26/06/2023;21;50;R
26/06/2023;22;47;R
26/06/2023;23;42;R
26/06/2023;24;50;R
27/06/2023;1;46;R
27/06/2023;2;43;R
27/06/2023;3;48;R
27/06/2023;4;44;R
27/06/2023;5;46;R
27/06/2023;6;48;R
27/06/2023;7;45;R
27/06/2023;8;45;R
27/06/2023;9;47;R
27/06/2023;10;45;R
27/06/2023;11;49;R
27/06/2023;12;85;R
27/06/2023;13;72;R
27/06/2023;14;50;R
27/06/2023;15;49;R
27/06/2023;16;46;R
27/06/2023;17;44;R
27/06/2023;18;51;R
27/06/2023;19;46;R
27/06/2023;20;44;R
27/06/2023;21;48;R
27/06/2023;22;44;R
27/06/2023;23;46;R
27/06/2023;24;47;R
28/06/2023;1;46;R
28/06/2023;2;46;R
28/06/2023;3;46;R
28/06/2023;4;46;R
28/06/2023;5;45;R
28/06/2023;6;48;R
28/06/2023;7;45;R
28/06/2023;8;46;R
28/06/2023;9;47;R
28/06/2023;10;43;R
28/06/2023;11;48;R
28/06/2023;12;46;R
28/06/2023;13;42;R
28/06/2023;14;48;R
28/06/2023;15;47;R
28/06/2023;16;41;R
28/06/2023;17;49;R
28/06/2023;18;45;R
28/06/2023;19;42;R
28/06/2023;20;47;R
28/06/2023;21;43;R
28/06/2023;22;46;R
28/06/2023;23;46;R
28/06/2023;24;46;R
29/06/2023;1;45;R
29/06/2023;2;47;R
29/06/2023;3;45;R
29/06/2023;4;46;R
29/06/2023;5;49;R
29/06/2023;6;43;R
29/06/2023;7;47;R
29/06/2023;8;47;R
29/06/2023;9;43;R
29/06/2023;10;47;R
29/06/2023;11;46;R
29/06/2023;12;43;R
29/06/2023;13;48;R
29/06/2023;14;46;R
29/06/2023;15;41;R
29/06/2023;16;49;R
29/06/2023;17;42;R
29/06/2023;18;45;R
29/06/2023;19;45;R
29/06/2023;20;46;R
29/06/2023;21;45;R
29/06/2023;22;47;R
29/06/2023;23;46;R
29/06/2023;24;46;R
30/06/2023;1;48;R
30/06/2023;2;43;R
30/06/2023;3;47;R
30/06/2023;4;46;R
30/06/2023;5;43;R
30/06/2023;6;47;R
30/06/2023;7;46;R
30/06/2023;8;41;R
30/06/2023;9;49;R
30/06/2023;10;42;R
30/06/2023;11;43;R
30/06/2023;12;44;R
30/06/2023;13;43;R
30/06/2023;14;46;R
30/06/2023;15;72;R
30/06/2023;16;82;R
30/06/2023;17;54;R
30/06/2023;18;44;R
30/06/2023;19;42;R
30/06/2023;20;50;R
30/06/2023;21;41;R
30/06/2023;22;44;R
30/06/2023;23;44;R
30/06/2023;24;46;R
01/07/2023;1;44;R
01/07/2023;2;46;R
01/07/2023;3;43;R
01/07/2023;4;46;R
01/07/2023;5;45;R
01/07/2023;6;41;R
01/07/2023;7;47;R
01/07/2023;8;44;R
01/07/2023;9;41;R
01/07/2023;10;47;R
01/07/2023;11;42;R
01/07/2023;12;40;R
01/07/2023;13;47;R
01/07/2023;14;40;R
01/07/2023;15;43;R
01/07/2023;16;42;R
01/07/2023;17;44;R
01/07/2023;18;45;R
01/07/2023;19;45;R
01/07/2023;20;43;R
01/07/2023;21;46;R
01/07/2023;22;44;R
01/07/2023;23;43;R
01/07/2023;24;47;R
02/07/2023;1;44;R
02/07/2023;2;41;R
02/07/2023;3;48;R
02/07/2023;4;41;R
02/07/2023;5;43;R
02/07/2023;6;42;R
02/07/2023;7;45;R
02/07/2023;8;44;R
02/07/2023;9;46;R
02/07/2023;10;43;R
02/07/2023;11;46;R
02/07/2023;12;45;R
02/07/2023;13;42;R
02/07/2023;14;47;R
02/07/2023;15;44;R
02/07/2023;16;41;R
02/07/2023;17;47;R
02/07/2023;18;41;R
02/07/2023;19;44;R
02/07/2023;20;44;R
02/07/2023;21;45;R
02/07/2023;22;45;R
02/07/2023;23;46;R
02/07/2023;24;44;R
03/07/2023;1;47;R
03/07/2023;2;177;R
03/07/2023;3;112;R
03/07/2023;4;89;R
03/07/2023;5;66;R
03/07/2023;6;61;R
03/07/2023;7;67;R
03/07/2023;8;62;R
03/07/2023;9;66;R
03/07/2023;10;165;R
03/07/2023;11;104;R
03/07/2023;12;70;R
03/07/2023;13;60;R
03/07/2023;14;56;R
03/07/2023;15;688;R
03/07/2023;16;106;R
03/07/2023;17;153;R
03/07/2023;18;88;R
03/07/2023;19;74;R
03/07/2023;20;74;R
03/07/2023;21;74;R
03/07/2023;22;120;R
03/07/2023;23;178;R
03/07/2023;24;107;R
04/07/2023;1;80;R
04/07/2023;2;76;R
04/07/2023;3;77;R
04/07/2023;4;78;R
04/07/2023;5;75;R
04/07/2023;6;73;R
04/07/2023;7;73;R
04/07/2023;8;93;R
04/07/2023;9;204;R
04/07/2023;10;73;R
04/07/2023;11;66;R
04/07/2023;12;73;R
04/07/2023;13;66;R
04/07/2023;14;70;R
04/07/2023;15;584;R
04/07/2023;16;1057;R
04/07/2023;17;226;R
04/07/2023;18;67;R
04/07/2023;19;68;R
04/07/2023;20;69;R
04/07/2023;21;83;R
04/07/2023;22;113;R
04/07/2023;23;165;R
04/07/2023;24;123;R
05/07/2023;1;78;R
05/07/2023;2;68;R
05/07/2023;3;75;R
05/07/2023;4;67;R
05/07/2023;5;70;R
05/07/2023;6;67;R
05/07/2023;7;67;R
05/07/2023;8;181;R
05/07/2023;9;143;R
05/07/2023;10;67;R
05/07/2023;11;65;R
05/07/2023;12;87;R
05/07/2023;13;71;R
05/07/2023;14;66;R
05/07/2023;15;319;R
05/07/2023;16;115;R
05/07/2023;17;71;R
05/07/2023;18;67;R
05/07/2023;19;67;R
05/07/2023;20;73;R
05/07/2023;21;115;R
05/07/2023;22;191;R
05/07/2023;23;367;R
05/07/2023;24;147;R
06/07/2023;1;92;R
06/07/2023;2;71;R
06/07/2023;3;68;R
06/07/2023;4;69;R
06/07/2023;5;69;R
06/07/2023;6;66;R
06/07/2023;7;67;R
06/07/2023;8;66;R
06/07/2023;9;180;R
06/07/2023;10;236;R
06/07/2023;11;164;R
06/07/2023;12;68;R
06/07/2023;13;67;R
06/07/2023;14;66;R
06/07/2023;15;289;R
06/07/2023;16;99;R
06/07/2023;17;109;R
06/07/2023;18;92;R
06/07/2023;19;464;R
06/07/2023;20;154;R
06/07/2023;21;122;R
06/07/2023;22;158;R
06/07/2023;23;145;R
06/07/2023;24;128;R
07/07/2023;1;84;R
07/07/2023;2;77;R
07/07/2023;3;68;R
07/07/2023;4;75;R
07/07/2023;5;70;R
07/07/2023;6;408;R
07/07/2023;7;391;R
07/07/2023;8;244;R
07/07/2023;9;313;R
07/07/2023;10;87;R
07/07/2023;11;79;R
07/07/2023;12;83;R
07/07/2023;13;93;R
07/07/2023;14;74;R
07/07/2023;15;212;R
07/07/2023;16;214;R
07/07/2023;17;719;R
07/07/2023;18;919;R
07/07/2023;19;1001;R
07/07/2023;20;970;R
07/07/2023;21;377;R
07/07/2023;22;111;R
07/07/2023;23;107;R
07/07/2023;24;98;R
08/07/2023;1;91;R
08/07/2023;2;97;R
08/07/2023;3;97;R
08/07/2023;4;53;R
08/07/2023;5;57;R
08/07/2023;6;55;R
08/07/2023;7;55;R
08/07/2023;8;50;R
08/07/2023;9;90;R
08/07/2023;10;98;R
08/07/2023;11;99;R
08/07/2023;12;94;R
08/07/2023;13;67;R
08/07/2023;14;287;R
08/07/2023;15;419;R
08/07/2023;16;70;R
08/07/2023;17;68;R
08/07/2023;18;76;R
08/07/2023;19;80;R
08/07/2023;20;120;R
08/07/2023;21;139;R
08/07/2023;22;93;R
08/07/2023;23;89;R
08/07/2023;24;139;R
09/07/2023;1;81;R
09/07/2023;2;69;R
09/07/2023;3;63;R
09/07/2023;4;64;R
09/07/2023;5;65;R
09/07/2023;6;62;R
09/07/2023;7;62;R
09/07/2023;8;61;R
09/07/2023;9;61;R
09/07/2023;10;478;R
09/07/2023;11;167;R
09/07/2023;12;71;R
09/07/2023;13;76;R
09/07/2023;14;84;R
09/07/2023;15;64;R
09/07/2023;16;62;R
09/07/2023;17;62;R
09/07/2023;18;64;R
09/07/2023;19;66;R
09/07/2023;20;65;R
09/07/2023;21;65;R
09/07/2023;22;65;R
09/07/2023;23;65;R
09/07/2023;24;104;R
10/07/2023;1;72;R
10/07/2023;2;65;R
10/07/2023;3;63;R
10/07/2023;4;65;R
10/07/2023;5;64;R
10/07/2023;6;62;R
10/07/2023;7;61;R
10/07/2023;8;58;R
10/07/2023;9;127;R
10/07/2023;10;110;R
10/07/2023;11;64;R
10/07/2023;12;80;R
10/07/2023;13;76;R
10/07/2023;14;64;R
10/07/2023;15;109;R
10/07/2023;16;362;R
10/07/2023;17;128;R
10/07/2023;18;1041;R
10/07/2023;19;365;R
10/07/2023;20;148;R
10/07/2023;21;72;R
10/07/2023;22;815;R
10/07/2023;23;1464;R
10/07/2023;24;765;R
11/07/2023;1;75;R
11/07/2023;2;69;R
11/07/2023;3;66;R
11/07/2023;4;64;R
11/07/2023;5;64;R
11/07/2023;6;65;R
11/07/2023;7;64;R
11/07/2023;8;66;R
11/07/2023;9;210;R
11/07/2023;10;165;R
11/07/2023;11;145;R
11/07/2023;12;150;R
11/07/2023;13;149;R
11/07/2023;14;131;R
11/07/2023;15;441;R
11/07/2023;16;1161;R
11/07/2023;17;886;R
11/07/2023;18;977;R
11/07/2023;19;915;R
11/07/2023;20;194;R
11/07/2023;21;117;R
11/07/2023;22;71;R
11/07/2023;23;66;R
11/07/2023;24;86;R
12/07/2023;1;66;R
12/07/2023;2;66;R
12/07/2023;3;64;R
12/07/2023;4;66;R
12/07/2023;5;67;R
12/07/2023;6;66;R
12/07/2023;7;64;R
12/07/2023;8;76;R
12/07/2023;9;356;R
12/07/2023;10;234;R
12/07/2023;11;384;R
12/07/2023;12;320;R
12/07/2023;13;65;R
12/07/2023;14;66;R
12/07/2023;15;89;R
12/07/2023;16;83;R
12/07/2023;17;82;R
12/07/2023;18;564;R
12/07/2023;19;164;R
12/07/2023;20;198;R
12/07/2023;21;66;R
12/07/2023;22;269;R
12/07/2023;23;362;R
12/07/2023;24;115;R
13/07/2023;1;78;R
13/07/2023;2;69;R
13/07/2023;3;65;R
13/07/2023;4;114;R
13/07/2023;5;81;R
13/07/2023;6;71;R
13/07/2023;7;64;R
13/07/2023;8;73;R
13/07/2023;9;340;R
13/07/2023;10;137;R
13/07/2023;11;42;R
13/07/2023;12;36;R
13/07/2023;13;39;R
13/07/2023;14;40;R
13/07/2023;15;41;R
13/07/2023;16;40;R
13/07/2023;17;39;R
13/07/2023;18;40;R
13/07/2023;19;39;R
13/07/2023;20;40;R
13/07/2023;21;39;R
13/07/2023;22;39;R
13/07/2023;23;40;R
13/07/2023;24;39;R
14/07/2023;1;40;R
14/07/2023;2;43;R
14/07/2023;3;40;R
14/07/2023;4;40;R
14/07/2023;5;40;R
14/07/2023;6;40;R
14/07/2023;7;40;R
14/07/2023;8;39;R
14/07/2023;9;42;R
14/07/2023;10;42;R
14/07/2023;11;42;R
14/07/2023;12;40;R
14/07/2023;13;40;R
14/07/2023;14;40;R
14/07/2023;15;40;R
14/07/2023;16;45;R
14/07/2023;17;41;R
14/07/2023;18;40;R
14/07/2023;19;39;R
14/07/2023;20;44;R
14/07/2023;21;44;R
14/07/2023;22;42;R
14/07/2023;23;46;R
14/07/2023;24;43;R
15/07/2023;1;41;R
15/07/2023;2;47;R
15/07/2023;3;43;R
15/07/2023;4;40;R
15/07/2023;5;46;R
15/07/2023;6;40;R
15/07/2023;7;42;R
15/07/2023;8;43;R
15/07/2023;9;43;R
15/07/2023;10;44;R
15/07/2023;11;41;R
15/07/2023;12;44;R
15/07/2023;13;44;R
15/07/2023;14;43;R
15/07/2023;15;45;R
15/07/2023;16;44;R
15/07/2023;17;44;R
15/07/2023;18;41;R
15/07/2023;19;39;R
15/07/2023;20;45;R
15/07/2023;21;94;R
15/07/2023;22;72;R
15/07/2023;23;42;R
15/07/2023;24;46;R
16/07/2023;1;46;R
16/07/2023;2;43;R
16/07/2023;3;45;R
16/07/2023;4;45;R
16/07/2023;5;44;R
16/07/2023;6;42;R
16/07/2023;7;46;R
16/07/2023;8;44;R
16/07/2023;9;43;R
16/07/2023;10;46;R
16/07/2023;11;43;R
16/07/2023;12;39;R
16/07/2023;13;48;R
16/07/2023;14;41;R
16/07/2023;15;41;R
16/07/2023;16;48;R
16/07/2023;17;39;R
16/07/2023;18;41;R
16/07/2023;19;44;R
16/07/2023;20;111;R
16/07/2023;21;463;R
16/07/2023;22;526;R
16/07/2023;23;317;R
16/07/2023;24;271;R
17/07/2023;1;251;R
17/07/2023;2;246;R
17/07/2023;3;244;R
17/07/2023;4;245;R
17/07/2023;5;242;R
17/07/2023;6;239;R
17/07/2023;7;241;R
17/07/2023;8;270;R
17/07/2023;9;67;R
17/07/2023;10;64;R
17/07/2023;11;63;R
17/07/2023;12;81;R
17/07/2023;13;74;R
17/07/2023;14;66;R
17/07/2023;15;635;R
17/07/2023;16;131;R
17/07/2023;17;126;R
17/07/2023;18;563;R
17/07/2023;19;848;R
17/07/2023;20;655;R
17/07/2023;21;262;R
17/07/2023;22;847;R
17/07/2023;23;193;R
17/07/2023;24;115;R
18/07/2023;1;88;R
18/07/2023;2;82;R
18/07/2023;3;82;R
18/07/2023;4;102;R
18/07/2023;5;126;R
18/07/2023;6;91;R
18/07/2023;7;76;R
18/07/2023;8;175;R
18/07/2023;9;133;R
18/07/2023;10;78;R
18/07/2023;11;67;R
18/07/2023;12;68;R
18/07/2023;13;72;R
18/07/2023;14;68;R
18/07/2023;15;555;R
18/07/2023;16;964;R
18/07/2023;17;792;R
18/07/2023;18;225;R
18/07/2023;19;154;R
18/07/2023;20;119;R
18/07/2023;21;92;R
18/07/2023;22;1705;R
18/07/2023;23;1206;R
18/07/2023;24;803;R
19/07/2023;1;613;R
19/07/2023;2;323;R
19/07/2023;3;66;R
19/07/2023;4;68;R
19/07/2023;5;71;R
19/07/2023;6;65;R
19/07/2023;7;64;R
19/07/2023;8;90;R
19/07/2023;9;159;R
19/07/2023;10;62;R
19/07/2023;11;62;R
