time;P;G(i);H_sun;T2m;WS10m;Int
20200530:1510;496.02;666.1;48.14;30.9;1.79;0.0
20200530:1610;340.79;464.38;36.83;30.9;1.59;0.0
20200530:1710;151.72;240.13;25.43;30.49;1.38;0.0
20200530:1810;49.09;79.68;14.28;29.91;1.17;0.0
20200530:1910;5.45;17.32;3.64;28.07;1.31;0.0
20200530:2010;0.0;0.0;0.0;25.99;2.48;0.0
20200530:2110;0.0;0.0;0.0;24.19;2.55;0.0
20200530:2210;0.0;0.0;0.0;22.83;2.21;0.0
20200530:2310;0.0;0.0;0.0;21.75;1.79;0.0
20200531:0010;0.0;0.0;0.0;20.27;1.38;0.0
20200531:0110;0.0;0.0;0.0;19.28;1.52;0.0
20200531:0210;0.0;0.0;0.0;19.08;1.86;0.0
20200531:0310;0.0;0.0;0.0;18.61;1.93;0.0
20200531:0410;0.0;0.0;0.0;17.8;2.07;0.0
20200531:0510;2.43;11.26;3.02;17.38;2.21;0.0
20200531:0610;41.84;86.93;13.61;17.9;2.0;0.0
20200531:0710;202.67;276.68;24.73;19.73;2.0;0.0
20200531:0810;354.13;453.86;36.11;21.56;1.79;0.0
20200531:0910;415.24;534.76;47.45;23.36;1.72;0.0
20200531:1010;159.63;215.72;58.25;25.17;1.52;0.0
20200531:1110;675.96;923.55;67.29;26.96;1.24;0.0
20200531:1210;721.88;1009.61;71.49;28.57;1.03;0.0
20200531:1310;693.67;964.25;67.81;29.66;1.24;0.0
20200531:1410;451.45;603.78;58.98;30.36;1.93;0.0
20200531:1510;35.57;61.76;48.26;30.54;2.83;0.0
20200531:1610;52.76;83.89;36.93;28.79;3.24;0.0
20200531:1710;14.87;32.27;25.55;27.93;3.72;0.0
20200531:1810;7.57;20.79;14.4;26.35;3.72;0.0
20200531:1910;4.61;15.59;3.76;23.96;2.28;0.0
20200531:2010;0.0;0.0;0.0;22.58;2.76;0.0
20200531:2110;0.0;0.0;0.0;21.06;3.31;0.0
20200531:2210;0.0;0.0;0.0;19.9;2.9;0.0
20200531:2310;0.0;0.0;0.0;19.28;1.72;0.0
20200601:0010;0.0;0.0;0.0;18.9;1.17;0.0
20200601:0110;0.0;0.0;0.0;18.47;1.1;0.0
20200601:0210;0.0;0.0;0.0;18.02;1.1;0.0
20200601:0310;0.0;0.0;0.0;17.59;1.17;0.0
20200601:0410;0.0;0.0;0.0;16.8;1.1;0.0
20200601:0510;3.85;13.86;3.09;16.08;1.1;0.0
20200601:0610;43.02;87.52;13.67;16.88;0.76;0.0
20200601:0710;211.43;292.54;24.78;17.87;0.62;0.0
20200601:0810;324.07;416.25;36.16;19.6;0.48;0.0
20200601:0910;557.36;731.57;47.51;21.71;0.48;0.0
20200601:1010;664.36;894.16;58.32;23.87;0.83;0.0
20200601:1110;717.86;983.71;67.39;25.77;1.1;0.0
20200601:1210;724.26;1001.15;71.63;27.11;1.17;0.0
20200601:1310;663.69;909.58;67.95;28.25;1.31;0.0
20200601:1410;430.25;572.84;59.1;28.82;1.52;0.0
20200601:1510;420.2;557.67;48.37;29.07;1.72;0.0
20200601:1610;228.9;307.89;37.04;28.96;1.86;0.0
20200601:1710;97.02;140.68;25.65;28.75;1.72;0.0
20200601:1810;36.41;62.36;14.51;28.12;1.38;0.0
20200601:1910;4.06;14.72;3.88;26.51;1.86;0.0
20200601:2010;0.0;0.0;0.0;25.34;1.86;0.0
20200601:2110;0.0;0.0;0.0;24.23;1.72;0.0
20200601:2210;0.0;0.0;0.0;23.0;1.45;0.0
20200601:2310;0.0;0.0;0.0;21.6;1.31;0.0
20200602:0010;0.0;0.0;0.0;20.21;1.31;0.0
20200602:0110;0.0;0.0;0.0;19.01;1.31;0.0
20200602:0210;0.0;0.0;0.0;17.98;1.24;0.0
20200602:0310;0.0;0.0;0.0;17.61;0.9;0.0
20200602:0410;0.0;0.0;0.0;17.64;0.69;0.0
20200602:0510;2.89;12.13;3.16;17.11;0.83;0.0
20200602:0610;59.79;92.32;13.72;17.45;0.83;0.0
20200602:0710;180.24;243.79;24.83;19.9;1.03;0.0
20200602:0810;323.56;417.53;36.21;21.86;1.17;0.0
20200602:0910;365.89;475.36;47.56;23.72;0.97;0.0
20200602:1010;602.68;805.29;58.38;25.36;1.17;0.0
20200602:1110;656.56;882.55;67.49;26.92;1.93;0.0
20200602:1210;661.79;890.28;71.76;27.94;2.34;0.0
20200602:1310;588.8;784.86;68.08;28.83;2.69;0.0
20200602:1410;461.6;609.04;59.22;29.4;2.9;0.0
20200602:1510;488.19;642.39;48.47;29.59;3.1;0.0
20200602:1610;338.02;450.86;37.15;29.37;3.38;0.0
20200602:1710;155.56;241.58;25.76;28.8;3.59;0.0
20200602:1810;37.85;64.09;14.62;27.82;3.66;0.0
20200602:1910;7.06;19.92;4.0;26.0;3.24;0.0
20200602:2010;0.0;0.0;0.0;24.42;2.83;0.0
20200602:2110;0.0;0.0;0.0;23.02;2.41;0.0
20200602:2210;0.0;0.0;0.0;21.94;2.07;0.0
20200602:2310;0.0;0.0;0.0;20.95;1.72;0.0
20200603:0010;0.0;0.0;0.0;19.83;1.52;0.0
20200603:0110;0.0;0.0;0.0;18.84;1.38;0.0
20200603:0210;0.0;0.0;0.0;17.88;1.45;0.0
20200603:0310;0.0;0.0;0.0;17.07;1.38;0.0
20200603:0410;0.0;0.0;0.0;16.29;1.31;0.0
20200603:0510;4.36;14.72;3.21;15.63;1.17;0.0
20200603:0610;45.89;88.9;13.77;16.52;0.9;0.0
20200603:0710;208.57;289.84;24.88;19.93;1.66;0.0
20200603:0810;401.99;513.64;36.25;22.11;2.69;0.0
20200603:0910;562.02;716.89;47.6;23.68;3.38;0.0
20200603:1010;602.87;778.27;58.44;24.98;3.59;0.0
20200603:1110;632.47;823.97;67.57;26.18;3.86;0.0
20200603:1210;747.73;985.4;71.89;27.22;4.28;0.0
20200603:1310;728.85;956.4;68.21;27.81;4.62;0.0
20200603:1410;572.44;741.82;59.33;28.34;5.03;0.0
20200603:1510;394.6;509.37;48.58;28.31;5.52;0.0
20200603:1610;340.06;444.94;37.25;27.6;5.79;0.0
20200603:1710;160.15;240.38;25.86;27.13;5.72;0.0
20200603:1810;56.43;87.48;14.73;26.06;5.45;0.0
20200603:1910;5.59;17.32;4.11;24.36;4.07;0.0
20200603:2010;0.0;0.0;0.0;22.9;3.1;0.0
20200603:2110;0.0;0.0;0.0;21.63;2.34;0.0
20200603:2210;0.0;0.0;0.0;20.87;2.0;0.0
20200603:2310;0.0;0.0;0.0;19.48;1.79;0.0
20200604:0010;0.0;0.0;0.0;18.52;1.93;0.0
20200604:0110;0.0;0.0;0.0;17.98;2.07;0.0
20200604:0210;0.0;0.0;0.0;17.63;2.34;0.0
20200604:0310;0.0;0.0;0.0;17.14;2.55;0.0
20200604:0410;0.0;0.0;0.0;16.65;2.62;0.0
20200604:0510;3.86;13.86;3.27;15.96;2.55;0.0
20200604:0610;47.24;73.34;13.82;15.91;2.48;0.0
20200604:0710;23.37;42.41;24.91;15.61;2.76;0.0
20200604:0810;194.17;246.47;36.29;15.51;2.62;0.0
20200604:0910;355.43;439.43;47.64;16.7;3.17;0.0
20200604:1010;513.4;637.72;58.49;17.94;3.52;0.0
20200604:1110;642.0;811.1;67.65;19.42;3.59;0.0
20200604:1210;249.23;317.61;72.0;20.59;4.0;0.0
20200604:1310;353.19;444.18;68.33;20.79;4.34;0.0
20200604:1410;650.22;818.16;59.44;20.73;4.34;0.0
20200604:1510;492.22;615.94;48.68;21.16;4.41;0.0
20200604:1610;227.41;291.79;37.35;21.08;4.76;0.0
20200604:1710;166.43;226.35;25.96;20.23;4.76;0.0
20200604:1810;64.54;95.27;14.83;19.8;4.14;0.0
20200604:1910;7.85;20.79;4.22;20.23;3.17;0.0
20200604:2010;0.0;0.0;0.0;19.17;2.21;0.0
20200604:2110;0.0;0.0;0.0;17.98;1.52;0.0
20200604:2210;0.0;0.0;0.0;16.31;1.24;0.0
20200604:2310;0.0;0.0;0.0;15.31;1.24;0.0
20200605:0010;0.0;0.0;0.0;14.46;1.45;0.0
20200605:0110;0.0;0.0;0.0;13.63;1.45;0.0
20200605:0210;0.0;0.0;0.0;12.88;1.31;0.0
20200605:0310;0.0;0.0;0.0;12.32;1.1;0.0
20200605:0410;0.0;0.0;0.0;11.96;1.03;0.0
20200605:0510;4.47;14.72;3.32;11.7;0.9;0.0
20200605:0610;38.25;83.68;13.86;12.99;0.41;0.0
20200605:0710;216.74;299.6;24.95;14.8;0.0;0.0
20200605:0810;410.55;522.68;36.32;16.85;0.48;0.0
20200605:0910;563.43;725.25;47.68;18.79;0.76;0.0
20200605:1010;676.02;890.22;58.53;20.66;1.1;0.0
20200605:1110;732.67;979.78;67.73;22.38;1.45;0.0
20200605:1210;759.35;1019.24;72.12;23.88;1.93;0.0
20200605:1310;720.04;958.69;68.44;25.1;2.34;0.0
20200605:1410;651.75;854.4;59.54;25.97;2.9;0.0
20200605:1510;526.41;681.58;48.78;26.46;3.24;0.0
20200605:1610;359.29;473.31;37.44;26.65;3.45;0.0
20200605:1710;159.2;245.19;26.06;26.47;3.59;0.0
20200605:1810;37.6;63.23;14.93;25.81;3.86;0.0
20200605:1910;7.12;19.92;4.32;24.58;3.31;0.0
20200605:2010;0.0;0.0;0.0;22.73;3.24;0.0
20200605:2110;0.0;0.0;0.0;21.45;2.97;0.0
20200605:2210;0.0;0.0;0.0;20.36;2.62;0.0
20200605:2310;0.0;0.0;0.0;19.5;2.34;0.0
20200606:0010;0.0;0.0;0.0;18.65;2.28;0.0
20200606:0110;0.0;0.0;0.0;17.89;2.21;0.0
20200606:0210;0.0;0.0;0.0;17.13;2.07;0.0
20200606:0310;0.0;0.0;0.0;16.34;1.93;0.0
20200606:0410;0.0;0.0;0.0;15.65;1.86;0.0
20200606:0510;4.88;15.59;3.36;15.1;1.86;0.0
20200606:0610;39.32;84.54;13.89;15.67;1.66;0.0
20200606:0710;215.22;297.67;24.98;17.99;2.0;0.0
20200606:0810;417.69;527.93;36.35;20.0;2.9;0.0
20200606:0910;580.22;733.31;47.71;21.84;3.52;0.0
20200606:1010;700.4;896.93;58.58;23.23;4.14;0.0
20200606:1110;767.12;997.55;67.79;24.28;4.14;0.0
20200606:1210;777.25;1015.29;72.22;25.11;4.34;0.0
20200606:1310;745.24;965.4;68.56;25.47;4.9;0.0
20200606:1410;589.33;753.57;59.64;25.9;5.38;0.0
20200606:1510;516.16;656.58;48.87;25.98;5.59;0.0
20200606:1610;356.05;462.04;37.54;25.61;5.38;0.0
20200606:1710;161.89;246.6;26.15;25.1;5.24;0.0
20200606:1810;37.26;62.36;15.03;24.31;5.03;0.0
20200606:1910;8.8;22.52;4.42;23.2;3.93;0.0
20200606:2010;0.0;0.0;0.0;21.77;3.24;0.0
20200606:2110;0.0;0.0;0.0;20.59;3.1;0.0
20200606:2210;0.0;0.0;0.0;19.66;2.9;0.0
20200606:2310;0.0;0.0;0.0;18.94;2.62;0.0
20200607:0010;0.0;0.0;0.0;18.11;2.28;0.0
20200607:0110;0.0;0.0;0.0;17.3;2.14;0.0
20200607:0210;0.0;0.0;0.0;16.61;2.07;0.0
20200607:0310;0.0;0.0;0.0;16.07;2.0;0.0
20200607:0410;0.0;0.0;0.0;15.48;1.86;0.0
20200607:0510;4.88;15.59;3.4;15.07;1.72;0.0
20200607:0610;49.99;91.32;13.92;15.85;1.31;0.0
20200607:0710;210.91;290.43;25.0;17.08;1.66;0.0
20200607:0810;397.44;502.06;36.37;18.39;1.86;0.0
20200607:0910;560.02;708.01;47.73;19.68;2.28;0.0
20200607:1010;678.25;870.15;58.61;20.99;2.76;0.0
20200607:1110;739.92;962.34;67.85;22.47;3.1;0.0
20200607:1210;563.55;721.34;72.32;22.88;3.52;0.0
20200607:1310;676.5;869.94;68.66;23.09;3.86;0.0
20200607:1410;648.71;822.97;59.74;21.88;3.93;0.0
20200607:1510;350.06;437.96;48.96;18.95;3.17;0.0
20200607:1610;162.37;212.97;37.63;19.21;2.07;0.0
20200607:1710;119.66;162.91;26.24;19.24;1.52;0.0
20200607:1810;51.28;78.82;15.12;18.88;1.59;0.0
20200607:1910;7.95;20.79;4.52;17.96;1.79;0.0
20200607:2010;0.0;0.0;0.0;16.23;1.93;0.0
20200607:2110;0.0;0.0;0.0;15.46;1.66;0.0
20200607:2210;0.0;0.0;0.0;14.99;1.72;0.0
20200607:2310;0.0;0.0;0.0;14.34;2.07;0.0
20200608:0010;0.0;0.0;0.0;13.86;2.34;0.0
20200608:0110;0.0;0.0;0.0;13.58;2.55;0.0
20200608:0210;0.0;0.0;0.0;13.04;2.62;0.0
20200608:0310;0.0;0.0;0.0;12.42;2.55;0.0
20200608:0410;0.0;0.0;0.0;11.95;2.34;0.0
20200608:0510;0.0;3.46;3.43;11.72;2.07;0.0
20200608:0610;36.91;59.0;13.95;11.74;1.72;0.0
20200608:0710;137.34;178.78;25.02;12.39;2.55;0.0
20200608:0810;404.38;495.55;36.39;13.14;2.55;0.0
20200608:0910;475.46;582.98;47.75;14.47;2.55;0.0
20200608:1010;683.28;860.7;58.64;16.24;2.41;0.0
20200608:1110;769.99;989.9;67.91;17.75;2.48;0.0
20200608:1210;679.35;875.12;72.41;19.36;2.34;0.0
20200608:1310;523.46;669.85;68.77;20.88;2.21;0.0
20200608:1410;424.72;542.11;59.84;21.58;2.14;0.0
20200608:1510;206.87;269.18;49.05;21.93;2.62;0.0
20200608:1610;129.77;175.15;37.71;21.52;3.31;0.0
20200608:1710;170.39;232.25;26.33;20.71;4.28;0.0
20200608:1810;66.76;97.87;15.21;19.58;4.55;0.0
20200608:1910;3.31;12.99;4.61;18.89;3.31;0.0
20200608:2010;0.0;0.0;0.0;17.5;3.03;0.0
20200608:2110;0.0;0.0;0.0;16.24;3.1;0.0
20200608:2210;0.0;0.0;0.0;15.25;2.97;0.0
20200608:2310;0.0;0.0;0.0;14.32;2.83;0.0
20200609:0010;0.0;0.0;0.0;13.54;2.62;0.0
20200609:0110;0.0;0.0;0.0;12.84;2.34;0.0
20200609:0210;0.0;0.0;0.0;12.12;2.0;0.0
20200609:0310;0.0;0.0;0.0;11.38;1.72;0.0
20200609:0410;0.0;0.0;0.0;10.61;1.52;0.0
20200609:0510;5.04;15.59;3.46;10.01;1.45;0.0
20200609:0610;37.73;82.46;13.97;10.79;1.17;0.0
20200609:0710;206.87;273.15;25.04;12.83;1.66;0.0
20200609:0810;403.23;501.05;36.4;14.53;1.66;0.0
20200609:0910;581.47;733.45;47.77;16.26;1.31;0.0
20200609:1010;693.7;901.82;58.67;17.78;1.1;0.0
20200609:1110;727.63;954.71;67.96;19.5;1.59;0.0
20200609:1210;607.27;785.88;72.5;20.69;1.93;0.0
20200609:1310;669.84;872.38;68.86;21.13;2.07;0.0
20200609:1410;629.14;811.02;59.93;21.91;2.48;0.0
20200609:1510;477.8;608.98;49.14;22.12;2.55;0.0
20200609:1610;366.87;475.03;37.8;22.31;2.62;0.0
20200609:1710;166.78;251.02;26.42;21.95;2.76;0.0
20200609:1810;41.12;66.69;15.3;21.49;2.9;0.0
20200609:1910;7.85;20.79;4.7;20.23;2.69;0.0
20200609:2010;0.0;0.0;0.0;18.49;2.83;0.0
20200609:2110;0.0;0.0;0.0;16.99;2.97;0.0
20200609:2210;0.0;0.0;0.0;15.88;2.83;0.0
20200609:2310;0.0;0.0;0.0;14.91;2.55;0.0
20200610:0010;0.0;0.0;0.0;14.03;2.41;0.0
20200610:0110;0.0;0.0;0.0;13.26;2.28;0.0
20200610:0210;0.0;0.0;0.0;12.55;2.14;0.0
20200610:0310;0.0;0.0;0.0;11.93;2.14;0.0
20200610:0410;0.0;0.0;0.0;11.54;2.07;0.0
20200610:0510;5.0;15.59;3.48;11.31;2.0;0.0
20200610:0610;40.98;84.32;13.98;11.78;1.72;0.0
20200610:0710;214.63;289.88;25.05;13.64;1.66;0.0
20200610:0810;410.78;515.3;36.41;15.55;1.24;0.0
20200610:0910;321.74;407.68;47.78;17.41;0.48;0.0
20200610:1010;669.32;883.28;58.69;19.23;0.62;0.0
20200610:1110;743.0;993.59;68.0;21.0;1.17;0.0
20200610:1210;756.57;1012.61;72.57;22.69;1.72;0.0
20200610:1310;723.77;959.35;68.95;23.98;2.28;0.0
20200610:1410;603.64;786.03;60.01;24.93;2.76;0.0
20200610:1510;442.41;568.85;49.22;25.15;3.24;0.0
20200610:1610;297.3;386.77;37.88;25.18;3.72;0.0
20200610:1710;45.16;72.83;26.5;25.05;4.07;0.0
20200610:1810;62.36;94.41;15.38;24.35;3.79;0.0
20200610:1910;9.36;23.39;4.79;22.94;2.9;0.0
20200610:2010;0.0;0.0;0.0;21.62;2.76;0.0
20200610:2110;0.0;0.0;0.0;20.52;2.55;0.0
20200610:2210;0.0;0.0;0.0;19.53;2.48;0.0
20200610:2310;0.0;0.0;0.0;18.45;2.28;0.0
20200611:0010;0.0;0.0;0.0;17.32;2.07;0.0
20200611:0110;0.0;0.0;0.0;16.3;1.93;0.0
20200611:0210;0.0;0.0;0.0;15.25;1.79;0.0
20200611:0310;0.0;0.0;0.0;14.46;1.79;0.0
20200611:0410;0.0;0.0;0.0;13.83;1.79;0.0
20200611:0510;5.45;16.46;3.5;13.24;1.79;0.0
20200611:0610;39.72;83.14;13.99;13.91;1.66;0.0
20200611:0710;212.95;291.97;25.05;16.32;3.03;0.0
20200611:0810;411.71;513.26;36.41;17.81;3.45;0.0
20200611:0910;449.12;558.99;47.78;19.26;3.59;0.0
20200611:1010;695.53;877.48;58.7;20.71;4.28;0.0
20200611:1110;671.56;850.63;68.03;22.03;4.97;0.0
20200611:1210;679.07;859.81;72.64;22.24;5.38;0.0
20200611:1310;329.38;415.21;69.04;21.79;5.52;0.0
20200611:1410;334.97;420.97;60.09;21.53;5.66;0.0
20200611:1510;486.61;604.45;49.3;20.95;5.59;0.0
20200611:1610;370.03;467.31;37.96;20.37;5.79;0.0
20200611:1710;175.58;244.58;26.58;19.86;5.72;0.0
20200611:1810;66.85;97.87;15.46;19.57;6.0;0.0
20200611:1910;9.0;22.52;4.87;19.36;6.0;0.0
20200611:2010;0.0;0.0;0.0;17.79;5.59;0.0
20200611:2110;0.0;0.0;0.0;16.75;4.9;0.0
20200611:2210;0.0;0.0;0.0;15.92;4.14;0.0
20200611:2310;0.0;0.0;0.0;15.23;3.52;0.0
20200612:0010;0.0;0.0;0.0;14.63;3.24;0.0
20200612:0110;0.0;0.0;0.0;13.81;3.03;0.0
20200612:0210;0.0;0.0;0.0;13.09;3.03;0.0
20200612:0310;0.0;0.0;0.0;12.46;3.1;0.0
20200612:0410;0.0;0.0;0.0;11.82;3.24;0.0
20200612:0510;5.52;16.46;3.51;11.33;3.52;0.0
20200612:0610;40.64;83.83;14.0;11.09;3.79;0.0
20200612:0710;220.42;293.54;25.05;11.3;3.86;0.0
20200612:0810;430.81;521.65;36.41;12.44;4.14;0.0
20200612:0910;591.72;715.69;47.78;14.36;4.55;0.0
20200612:1010;393.63;480.11;58.71;15.5;4.83;0.0
20200612:1110;576.89;705.96;68.06;16.13;5.1;0.0
20200612:1210;771.12;954.09;72.71;16.5;5.38;0.0
20200612:1310;620.14;761.87;69.12;16.92;5.38;0.0
20200612:1410;540.2;661.97;60.17;17.5;5.52;0.0
20200612:1510;547.5;668.69;49.38;17.5;5.52;0.0
20200612:1610;372.17;464.17;38.03;17.73;5.52;0.0
20200612:1710;179.41;243.3;26.65;17.62;5.45;0.0
20200612:1810;48.42;74.49;15.54;17.06;5.52;0.0
20200612:1910;11.49;25.98;4.95;16.11;4.62;0.0
20200612:2010;0.0;0.0;0.0;15.09;4.14;0.0
20200612:2110;0.0;0.0;0.0;14.21;3.93;0.0
20200612:2210;0.0;0.0;0.0;13.48;3.31;0.0
20200612:2310;0.0;0.0;0.0;12.99;2.69;0.0
20200613:0010;0.0;0.0;0.0;12.38;2.48;0.0
20200613:0110;0.0;0.0;0.0;11.95;2.28;0.0
20200613:0210;0.0;0.0;0.0;11.49;2.0;0.0
20200613:0310;0.0;0.0;0.0;10.92;1.86;0.0
20200613:0410;0.0;0.0;0.0;10.44;1.79;0.0
20200613:0510;5.04;15.59;3.51;9.99;1.72;0.0
20200613:0610;37.31;81.05;14.0;10.59;1.59;0.0
20200613:0710;218.52;296.73;25.05;12.45;1.86;0.0
20200613:0810;423.36;525.31;36.41;14.18;1.79;0.0
20200613:0910;587.44;732.79;47.78;16.09;2.07;0.0
20200613:1010;680.51;868.71;58.71;17.96;2.07;0.0
20200613:1110;659.57;850.05;68.09;19.37;2.07;0.0
20200613:1210;602.03;771.78;72.77;20.86;2.69;0.0
20200613:1310;635.72;814.08;69.19;21.61;3.31;0.0
20200613:1410;580.97;736.62;60.25;21.87;3.79;0.0
20200613:1510;449.35;566.8;49.45;22.27;4.07;0.0
20200613:1610;321.82;411.97;38.1;22.37;4.14;0.0
20200613:1710;175.41;251.9;26.73;22.04;4.14;0.0
20200613:1810;39.84;64.96;15.61;21.38;4.41;0.0
20200613:1910;9.51;23.39;5.02;20.23;3.59;0.0
20200613:2010;0.0;0.0;0.0;18.67;3.17;0.0
20200613:2110;0.0;0.0;0.0;17.47;2.62;0.0
20200613:2210;0.0;0.0;0.0;16.34;2.21;0.0
20200613:2310;0.0;0.0;0.0;15.27;1.79;0.0
20200614:0010;0.0;0.0;0.0;13.98;1.38;0.0
20200614:0110;0.0;0.0;0.0;12.93;1.17;0.0
20200614:0210;0.0;0.0;0.0;12.0;1.24;0.0
20200614:0310;0.0;0.0;0.0;11.16;1.17;0.0
20200614:0410;0.0;0.0;0.0;10.82;1.03;0.0
20200614:0510;5.02;15.59;3.52;10.41;1.03;0.0
20200614:0610;41.32;83.43;13.99;11.31;0.76;0.0
20200614:0710;205.95;281.35;25.04;15.06;0.55;0.0
20200614:0810;369.02;469.86;36.4;17.1;0.41;0.0
20200614:0910;515.39;658.68;47.77;18.71;0.9;0.0
20200614:1010;660.91;852.12;58.71;20.34;2.07;0.0
20200614:1110;730.79;954.21;68.1;21.85;2.55;0.0
20200614:1210;761.74;1000.16;72.82;23.14;2.97;0.0
20200614:1310;726.82;953.17;69.26;24.5;3.17;0.0
20200614:1410;653.05;848.19;60.32;25.27;3.38;0.0
20200614:1510;504.6;648.98;49.52;25.59;3.52;0.0
20200614:1610;372.09;486.78;38.17;25.36;3.52;0.0
20200614:1710;168.51;251.17;26.79;25.18;3.45;0.0
20200614:1810;51.8;81.38;15.68;24.11;3.24;0.0
20200614:1910;9.36;23.39;5.09;22.98;3.1;0.0
20200614:2010;0.0;0.0;0.0;21.38;2.76;0.0
20200614:2110;0.0;0.0;0.0;20.14;2.28;0.0
20200614:2210;0.0;0.0;0.0;18.89;1.79;0.0
20200614:2310;0.0;0.0;0.0;17.72;1.86;0.0
20200615:0010;0.0;0.0;0.0;16.84;2.0;0.0
20200615:0110;0.0;0.0;0.0;15.84;1.79;0.0
20200615:0210;0.0;0.0;0.0;14.81;1.59;0.0
20200615:0310;0.0;0.0;0.0;13.64;1.45;0.0
20200615:0410;0.0;0.0;0.0;12.7;1.38;0.0
20200615:0510;4.97;15.59;3.51;11.96;1.24;0.0
20200615:0610;40.81;82.85;13.99;12.75;0.83;0.0
20200615:0710;206.74;287.32;25.03;16.32;0.34;0.0
20200615:0810;399.06;513.3;36.38;18.44;0.34;0.0
20200615:0910;561.62;720.13;47.76;20.13;1.38;0.0
20200615:1010;677.9;882.46;58.71;21.69;2.0;0.0
20200615:1110;748.63;987.99;68.11;23.11;2.41;0.0
20200615:1210;761.03;1008.35;72.86;24.48;2.83;0.0
20200615:1310;737.91;971.29;69.33;25.57;3.38;0.0
20200615:1410;642.07;833.94;60.38;26.22;3.79;0.0
20200615:1510;525.69;675.68;49.58;26.33;4.07;0.0
20200615:1610;369.57;483.32;38.24;26.12;4.21;0.0
20200615:1710;171.13;249.87;26.86;25.66;3.86;0.0
20200615:1810;43.94;72.04;15.75;25.11;3.38;0.0
20200615:1910;11.53;26.85;5.16;24.15;2.48;0.0
20200615:2010;0.0;0.0;0.0;22.99;1.72;0.0
20200615:2110;0.0;0.0;0.0;21.72;1.31;0.0
20200615:2210;0.0;0.0;0.0;20.34;1.45;0.0
20200615:2310;0.0;0.0;0.0;19.25;2.0;0.0
20200616:0010;0.0;0.0;0.0;18.23;2.14;0.0
20200616:0110;0.0;0.0;0.0;17.22;2.07;0.0
20200616:0210;0.0;0.0;0.0;16.42;2.07;0.0
20200616:0310;0.0;0.0;0.0;15.71;1.93;0.0
20200616:0410;0.0;0.0;0.0;15.17;1.86;0.0
20200616:0510;3.89;13.86;3.5;14.54;1.93;0.0
20200616:0610;61.49;93.16;13.97;14.93;1.79;0.0
20200616:0710;197.89;267.33;25.02;16.21;1.59;0.0
20200616:0810;211.46;270.95;36.37;17.76;1.45;0.0
20200616:0910;515.14;655.87;47.74;19.17;1.31;0.0
20200616:1010;650.62;839.23;58.7;21.03;2.21;0.0
20200616:1110;726.5;941.23;68.12;22.46;3.31;0.0
20200616:1210;722.03;938.99;72.9;23.27;3.45;0.0
20200616:1310;665.55;863.53;69.39;24.36;3.59;0.0
20200616:1410;568.79;731.12;60.45;24.57;3.66;0.0
20200616:1510;382.38;489.8;49.64;24.87;3.79;0.0
20200616:1610;303.08;392.45;38.3;24.52;3.93;0.0
20200616:1710;32.62;56.23;26.92;24.01;3.93;0.0
20200616:1810;18.48;36.87;15.81;23.26;3.72;0.0
20200616:1910;0.0;4.33;5.22;22.6;3.03;0.0
20200616:2010;0.0;0.0;0.0;21.25;2.07;0.0
20200616:2110;0.0;0.0;0.0;20.23;1.72;0.0
20200616:2210;0.0;0.0;0.0;19.3;1.86;0.0
20200616:2310;0.0;0.0;0.0;18.56;2.21;0.0
20200617:0010;0.0;0.0;0.0;17.53;2.21;0.0
20200617:0110;0.0;0.0;0.0;16.8;2.0;0.0
20200617:0210;0.0;0.0;0.0;15.86;1.79;0.0
20200617:0310;0.0;0.0;0.0;15.18;1.79;0.0
20200617:0410;0.0;0.0;0.0;14.41;1.66;0.0
20200617:0510;4.41;14.72;3.49;13.82;1.52;0.0
20200617:0610;36.23;79.1;13.96;14.16;1.24;0.0
20200617:0710;199.87;269.93;25.0;16.21;1.66;0.0
20200617:0810;403.76;512.29;36.35;17.87;1.31;0.0
20200617:0910;501.44;646.85;47.72;19.37;0.48;0.0
20200617:1010;589.81;768.07;58.68;20.85;1.17;0.0
20200617:1110;702.08;928.65;68.12;21.95;1.66;0.0
20200617:1210;679.1;894.91;72.93;22.69;2.0;0.0
20200617:1310;589.4;769.77;69.44;23.89;2.28;0.0
20200617:1410;610.1;794.45;60.5;24.32;2.55;0.0
20200617:1510;549.13;707.87;49.7;24.68;2.83;0.0
20200617:1610;364.22;475.24;38.36;24.59;2.97;0.0
20200617:1710;152.09;208.5;26.98;24.42;3.1;0.0
20200617:1810;64.89;98.11;15.87;23.93;2.97;0.0
20200617:1910;9.91;24.25;5.28;22.99;2.76;0.0
20200617:2010;0.0;0.0;0.0;21.69;2.21;0.0
20200617:2110;0.0;0.0;0.0;20.3;1.86;0.0
20200617:2210;0.0;0.0;0.0;19.21;1.38;0.0
20200617:2310;0.0;0.0;0.0;18.02;0.9;0.0
20200618:0010;0.0;0.0;0.0;17.42;0.55;0.0
20200618:0110;0.0;0.0;0.0;15.9;1.1;0.0
20200618:0210;0.0;0.0;0.0;15.3;1.72;0.0
20200618:0310;0.0;0.0;0.0;14.6;1.79;0.0
20200618:0410;0.0;0.0;0.0;14.12;1.72;0.0
20200618:0510;4.93;15.59;3.47;13.29;1.66;0.0
20200618:0610;37.32;79.43;13.93;13.74;1.17;0.0
20200618:0710;206.5;287.79;24.97;16.83;1.45;0.0
20200618:0810;405.56;517.05;36.32;18.79;1.31;0.0
