time;P;G(i);H_sun;T2m;WS10m;Int
20180119:1310;754.6;946.36;28.34;12.61;1.86;0.0
20180119:1410;667.42;826.01;24.51;13.13;1.93;0.0
20180119:1510;516.53;630.35;18.14;13.15;1.86;0.0
20180119:1610;303.32;377.07;9.86;12.68;2.21;0.0
20180119:1710;0.0;0.0;0.0;11.17;2.14;0.0
20180119:1810;0.0;0.0;0.0;9.52;2.0;0.0
20180119:1910;0.0;0.0;0.0;8.59;1.79;0.0
20180119:2010;0.0;0.0;0.0;7.65;1.17;0.0
20180119:2110;0.0;0.0;0.0;7.78;0.83;0.0
20180119:2210;0.0;0.0;0.0;5.02;1.31;0.0
20180119:2310;0.0;0.0;0.0;4.15;1.31;0.0
20180120:0010;0.0;0.0;0.0;2.89;1.59;0.0
20180120:0110;0.0;0.0;0.0;2.11;1.66;0.0
20180120:0210;0.0;0.0;0.0;1.81;1.45;0.0
20180120:0310;0.0;0.0;0.0;1.3;1.38;0.0
20180120:0410;0.0;0.0;0.0;1.08;1.24;0.0
20180120:0510;0.0;0.0;0.0;1.09;1.03;0.0
20180120:0610;0.0;0.0;0.0;1.52;0.9;0.0
20180120:0710;0.0;0.0;0.0;1.91;0.69;0.0
20180120:0810;215.22;262.63;5.29;1.94;0.55;0.0
20180120:0910;254.53;300.03;14.33;3.02;0.48;0.0
20180120:1010;251.58;300.38;21.76;5.94;0.69;0.0
20180120:1110;100.96;133.67;26.96;9.03;1.31;0.0
20180120:1210;73.96;103.25;29.35;11.24;2.14;0.0
20180120:1310;218.05;269.64;28.56;12.92;2.62;0.0
20180120:1410;194.96;243.63;24.73;13.87;2.83;0.0
20180120:1510;180.27;226.73;18.36;14.34;2.97;0.0
20180120:1610;98.61;133.91;10.07;13.67;2.34;0.0
20180120:1710;0.0;0.0;0.0;11.88;2.34;0.0
20180120:1810;0.0;0.0;0.0;10.07;2.34;0.0
20180120:1910;0.0;0.0;0.0;8.71;2.21;0.0
20180120:2010;0.0;0.0;0.0;7.74;2.34;0.0
20180120:2110;0.0;0.0;0.0;6.92;2.21;0.0
20180120:2210;0.0;0.0;0.0;6.11;2.07;0.0
20180120:2310;0.0;0.0;0.0;5.38;1.93;0.0
20180121:0010;0.0;0.0;0.0;4.8;1.79;0.0
20180121:0110;0.0;0.0;0.0;4.21;1.66;0.0
20180121:0210;0.0;0.0;0.0;3.81;1.52;0.0
20180121:0310;0.0;0.0;0.0;3.73;1.38;0.0
20180121:0410;0.0;0.0;0.0;3.84;1.24;0.0
20180121:0510;0.0;0.0;0.0;3.72;1.17;0.0
20180121:0610;0.0;0.0;0.0;3.83;1.03;0.0
20180121:0710;0.0;0.0;0.0;4.8;1.31;0.0
20180121:0810;168.13;211.0;5.4;5.38;1.17;0.0
20180121:0910;444.34;528.42;14.46;6.7;0.83;0.0
20180121:1010;610.56;744.0;21.92;9.11;1.03;0.0
20180121:1110;717.13;885.52;27.16;10.99;1.86;0.0
20180121:1210;745.34;928.91;29.56;12.36;2.07;0.0
20180121:1310;727.68;910.34;28.79;13.48;2.0;0.0
20180121:1410;644.56;801.13;24.96;14.23;1.79;0.0
20180121:1510;500.64;615.69;18.58;14.45;1.59;0.0
20180121:1610;280.65;353.0;10.28;14.2;1.45;0.0
20180121:1710;0.0;0.0;0.0;13.25;1.1;0.0
20180121:1810;0.0;0.0;0.0;11.76;0.83;0.0
20180121:1910;0.0;0.0;0.0;9.6;1.45;0.0
20180121:2010;0.0;0.0;0.0;8.29;1.59;0.0
20180121:2110;0.0;0.0;0.0;6.75;1.79;0.0
20180121:2210;0.0;0.0;0.0;5.57;1.66;0.0
20180121:2310;0.0;0.0;0.0;4.72;1.52;0.0
20180122:0010;0.0;0.0;0.0;4.07;1.45;0.0
20180122:0110;0.0;0.0;0.0;3.68;1.52;0.0
20180122:0210;0.0;0.0;0.0;3.24;1.52;0.0
20180122:0310;0.0;0.0;0.0;2.87;1.52;0.0
20180122:0410;0.0;0.0;0.0;2.52;1.59;0.0
20180122:0510;0.0;0.0;0.0;2.33;1.59;0.0
20180122:0610;0.0;0.0;0.0;2.18;1.59;0.0
20180122:0710;0.0;0.0;0.0;1.99;1.45;0.0
20180122:0810;195.39;238.62;5.52;1.94;1.52;0.0
20180122:0910;473.65;555.06;14.6;4.03;1.17;0.0
20180122:1010;626.8;762.19;22.09;7.65;0.9;0.0
20180122:1110;715.75;904.37;27.35;9.73;0.48;0.0
20180122:1210;732.51;949.67;29.78;11.54;0.14;0.0
20180122:1310;729.37;939.02;29.03;13.1;0.62;0.0
20180122:1410;654.21;828.17;25.2;14.21;0.9;0.0
20180122:1510;513.48;639.42;18.81;14.75;0.9;0.0
20180122:1610;294.75;373.29;10.5;14.64;0.62;0.0
20180122:1710;0.0;0.0;0.0;13.24;0.55;0.0
20180122:1810;0.0;0.0;0.0;12.26;0.55;0.0
20180122:1910;0.0;0.0;0.0;9.3;1.03;0.0
20180122:2010;0.0;0.0;0.0;6.64;1.52;0.0
20180122:2110;0.0;0.0;0.0;4.97;1.79;0.0
20180122:2210;0.0;0.0;0.0;4.05;1.86;0.0
20180122:2310;0.0;0.0;0.0;3.36;1.86;0.0
20180123:0010;0.0;0.0;0.0;2.79;1.79;0.0
20180123:0110;0.0;0.0;0.0;2.3;1.72;0.0
20180123:0210;0.0;0.0;0.0;1.85;1.66;0.0
20180123:0310;0.0;0.0;0.0;1.49;1.66;0.0
20180123:0410;0.0;0.0;0.0;1.21;1.66;0.0
20180123:0510;0.0;0.0;0.0;1.04;1.59;0.0
20180123:0610;0.0;0.0;0.0;0.76;1.45;0.0
20180123:0710;0.0;0.0;0.0;0.21;1.17;0.0
20180123:0810;186.89;227.47;5.64;0.17;1.17;0.0
20180123:0910;400.6;467.51;14.75;3.01;0.76;0.0
20180123:1010;552.02;665.34;22.27;7.26;0.69;0.0
20180123:1110;704.94;886.29;27.56;10.17;0.69;0.0
20180123:1210;734.76;946.66;30.01;12.22;0.48;0.0
20180123:1310;694.25;898.23;29.26;13.59;0.28;0.0
20180123:1410;576.62;729.54;25.44;14.35;0.34;0.0
20180123:1510;423.49;525.69;19.04;14.51;0.41;0.0
20180123:1610;286.84;361.78;10.71;13.98;0.69;0.0
20180123:1710;0.0;0.0;0.0;12.65;1.24;0.0
20180123:1810;0.0;0.0;0.0;10.67;1.45;0.0
20180123:1910;0.0;0.0;0.0;9.69;1.24;0.0
20180123:2010;0.0;0.0;0.0;8.63;1.24;0.0
20180123:2110;0.0;0.0;0.0;7.1;1.31;0.0
20180123:2210;0.0;0.0;0.0;5.42;1.38;0.0
20180123:2310;0.0;0.0;0.0;4.22;1.31;0.0
20180124:0010;0.0;0.0;0.0;3.56;1.31;0.0
20180124:0110;0.0;0.0;0.0;3.3;1.31;0.0
20180124:0210;0.0;0.0;0.0;3.14;1.31;0.0
20180124:0310;0.0;0.0;0.0;2.95;1.38;0.0
20180124:0410;0.0;0.0;0.0;2.91;1.31;0.0
20180124:0510;0.0;0.0;0.0;2.94;1.31;0.0
20180124:0610;0.0;0.0;0.0;2.91;1.24;0.0
20180124:0710;0.0;0.0;0.0;2.02;1.17;0.0
20180124:0810;203.83;248.46;5.77;2.09;1.24;0.0
20180124:0910;479.42;565.98;14.91;4.41;0.76;0.0
20180124:1010;612.79;747.3;22.45;7.34;0.55;0.0
20180124:1110;715.77;903.58;27.77;9.89;0.55;0.0
20180124:1210;775.25;993.83;30.24;11.56;0.83;0.0
20180124:1310;745.22;947.49;29.51;12.77;1.17;0.0
20180124:1410;678.93;847.86;25.68;13.48;1.59;0.0
20180124:1510;524.37;642.49;19.27;13.74;1.79;0.0
20180124:1610;293.29;365.64;10.94;13.34;1.79;0.0
20180124:1710;0.0;0.0;0.0;11.97;1.66;0.0
20180124:1810;0.0;0.0;0.0;10.32;1.59;0.0
20180124:1910;0.0;0.0;0.0;8.49;1.31;0.0
20180124:2010;0.0;0.0;0.0;9.33;0.83;0.0
20180124:2110;0.0;0.0;0.0;8.96;0.34;0.0
20180124:2210;0.0;0.0;0.0;8.45;0.14;0.0
20180124:2310;0.0;0.0;0.0;8.01;0.21;0.0
20180125:0010;0.0;0.0;0.0;7.55;0.28;0.0
20180125:0110;0.0;0.0;0.0;6.89;0.34;0.0
20180125:0210;0.0;0.0;0.0;6.38;0.41;0.0
20180125:0310;0.0;0.0;0.0;5.96;0.48;0.0
20180125:0410;0.0;0.0;0.0;5.43;0.76;0.0
20180125:0510;0.0;0.0;0.0;4.25;1.03;0.0
20180125:0610;0.0;0.0;0.0;3.6;1.17;0.0
20180125:0710;0.0;0.0;0.0;2.66;1.45;0.0
20180125:0810;27.97;46.36;5.91;2.46;1.38;0.0
20180125:0910;202.07;241.59;15.07;4.01;1.31;0.0
20180125:1010;347.18;407.86;22.64;6.93;2.07;0.0
20180125:1110;374.79;440.17;27.99;8.19;3.24;0.0
20180125:1210;50.5;74.67;30.48;8.92;3.1;0.0
20180125:1310;23.53;41.48;29.76;8.57;3.03;0.0
20180125:1410;53.88;78.36;25.93;7.82;2.69;0.0
20180125:1510;61.88;87.58;19.51;7.34;2.62;0.0
20180125:1610;3.55;12.91;11.16;6.8;2.62;0.0
20180125:1710;0.0;0.0;0.0;6.38;2.69;0.0
20180125:1810;0.0;0.0;0.0;6.09;2.62;0.0
20180125:1910;0.0;0.0;0.0;5.8;2.21;0.0
20180125:2010;0.0;0.0;0.0;5.65;2.21;0.0
20180125:2110;0.0;0.0;0.0;5.21;2.41;0.0
20180125:2210;0.0;0.0;0.0;4.72;2.76;0.0
20180125:2310;0.0;0.0;0.0;4.28;3.52;0.0
20180126:0010;0.0;0.0;0.0;3.85;3.45;0.0
20180126:0110;0.0;0.0;0.0;3.16;2.62;0.0
20180126:0210;0.0;0.0;0.0;2.88;2.07;0.0
20180126:0310;0.0;0.0;0.0;2.66;2.28;0.0
20180126:0410;0.0;0.0;0.0;2.84;2.76;0.0
20180126:0510;0.0;0.0;0.0;2.75;3.03;0.0
20180126:0610;0.0;0.0;0.0;2.51;3.1;0.0
20180126:0710;0.0;0.0;0.0;2.21;2.83;0.0
20180126:0810;223.98;270.17;6.05;2.03;2.48;0.0
20180126:0910;482.42;558.33;15.23;3.09;2.0;0.0
20180126:1010;677.84;790.91;22.83;4.46;3.1;0.0
20180126:1110;793.12;931.1;28.21;6.05;4.62;0.0
20180126:1210;737.52;865.82;30.73;7.06;4.83;0.0
20180126:1310;474.71;551.35;30.02;7.9;5.03;0.0
20180126:1410;650.05;760.88;26.18;8.37;4.9;0.0
20180126:1510;498.81;582.02;19.75;8.15;4.28;0.0
20180126:1610;239.0;290.12;11.39;7.88;3.66;0.0
20180126:1710;0.0;0.0;0.0;6.98;2.62;0.0
20180126:1810;0.0;0.0;0.0;5.8;2.41;0.0
20180126:1910;0.0;0.0;0.0;4.96;3.03;0.0
20180126:2010;0.0;0.0;0.0;4.53;3.17;0.0
20180126:2110;0.0;0.0;0.0;4.04;3.17;0.0
20180126:2210;0.0;0.0;0.0;3.51;2.97;0.0
20180126:2310;0.0;0.0;0.0;3.19;2.97;0.0
20180127:0010;0.0;0.0;0.0;2.93;2.69;0.0
20180127:0110;0.0;0.0;0.0;2.55;2.41;0.0
20180127:0210;0.0;0.0;0.0;2.54;2.07;0.0
20180127:0310;0.0;0.0;0.0;2.51;2.14;0.0
20180127:0410;0.0;0.0;0.0;2.54;2.48;0.0
20180127:0510;0.0;0.0;0.0;2.68;2.69;0.0
20180127:0610;0.0;0.0;0.0;2.6;2.83;0.0
20180127:0710;0.0;0.0;0.0;2.68;3.1;0.0
20180127:0810;154.93;192.38;6.2;2.81;2.9;0.0
20180127:0910;487.5;564.81;15.41;3.86;2.34;0.0
20180127:1010;672.12;785.21;23.03;5.17;3.31;0.0
20180127:1110;772.97;907.67;28.44;6.75;4.83;0.0
20180127:1210;761.56;897.69;30.98;7.65;4.97;0.0
20180127:1310;797.05;946.27;30.28;8.12;4.69;0.0
20180127:1410;575.8;673.2;26.44;8.36;4.48;0.0
20180127:1510;156.14;193.84;20.0;8.51;4.62;0.0
20180127:1610;85.3;114.99;11.62;8.32;4.55;0.0
20180127:1710;0.0;0.0;0.0;7.3;3.52;0.0
20180127:1810;0.0;0.0;0.0;5.98;3.38;0.0
20180127:1910;0.0;0.0;0.0;5.55;3.72;0.0
20180127:2010;0.0;0.0;0.0;4.69;3.59;0.0
20180127:2110;0.0;0.0;0.0;3.94;3.31;0.0
20180127:2210;0.0;0.0;0.0;3.23;3.1;0.0
20180127:2310;0.0;0.0;0.0;2.67;2.97;0.0
20180128:0010;0.0;0.0;0.0;2.21;2.97;0.0
20180128:0110;0.0;0.0;0.0;1.97;3.03;0.0
20180128:0210;0.0;0.0;0.0;1.83;3.17;0.0
20180128:0310;0.0;0.0;0.0;1.87;3.31;0.0
20180128:0410;0.0;0.0;0.0;2.12;3.59;0.0
20180128:0510;0.0;0.0;0.0;2.49;3.72;0.0
20180128:0610;0.0;0.0;0.0;2.78;3.86;0.0
20180128:0710;0.0;0.0;0.0;3.56;4.28;0.0
20180128:0810;143.72;180.15;6.35;3.98;4.48;0.0
20180128:0910;473.05;545.98;15.58;5.71;4.07;0.0
20180128:1010;580.34;673.75;23.24;7.88;5.03;0.0
20180128:1110;732.34;862.21;28.67;9.64;5.93;0.0
20180128:1210;790.06;938.86;31.24;10.88;6.28;0.0
20180128:1310;738.45;877.93;30.54;11.83;6.28;0.0
20180128:1410;603.41;712.9;26.7;12.18;6.0;0.0
20180128:1510;542.17;641.51;20.25;12.04;5.24;0.0
20180128:1610;275.05;336.1;11.85;11.68;4.76;0.0
20180128:1710;0.0;0.0;0.0;10.64;4.0;0.0
20180128:1810;0.0;0.0;0.0;9.12;3.52;0.0
20180128:1910;0.0;0.0;0.0;8.13;3.03;0.0
20180128:2010;0.0;0.0;0.0;7.28;3.03;0.0
20180128:2110;0.0;0.0;0.0;6.8;3.1;0.0
20180128:2210;0.0;0.0;0.0;6.37;2.97;0.0
20180128:2310;0.0;0.0;0.0;5.83;2.83;0.0
20180129:0010;0.0;0.0;0.0;5.51;2.76;0.0
20180129:0110;0.0;0.0;0.0;5.12;2.76;0.0
20180129:0210;0.0;0.0;0.0;4.75;2.62;0.0
20180129:0310;0.0;0.0;0.0;4.61;2.34;0.0
20180129:0410;0.0;0.0;0.0;4.09;2.07;0.0
20180129:0510;0.0;0.0;0.0;3.51;1.93;0.0
20180129:0610;0.0;0.0;0.0;2.86;1.79;0.0
20180129:0710;0.0;0.0;0.0;2.74;1.86;0.0
20180129:0810;157.82;195.8;6.51;2.38;1.72;0.0
20180129:0910;486.31;569.99;15.77;4.21;1.31;0.0
20180129:1010;645.35;778.25;23.45;7.16;1.38;0.0
20180129:1110;747.01;929.84;28.92;9.22;1.24;0.0
20180129:1210;767.28;963.83;31.5;10.73;1.45;0.0
20180129:1310;765.13;961.13;30.81;11.77;1.66;0.0
20180129:1410;684.54;846.58;26.97;12.46;1.93;0.0
20180129:1510;534.03;649.01;20.5;12.75;2.14;0.0
20180129:1610;328.89;406.03;12.09;12.54;2.14;0.0
20180129:1710;0.0;0.0;0.0;11.42;1.52;0.0
20180129:1810;0.0;0.0;0.0;9.67;1.79;0.0
20180129:1910;0.0;0.0;0.0;8.28;1.86;0.0
20180129:2010;0.0;0.0;0.0;6.96;2.0;0.0
20180129:2110;0.0;0.0;0.0;5.55;1.72;0.0
20180129:2210;0.0;0.0;0.0;4.65;1.38;0.0
20180129:2310;0.0;0.0;0.0;3.87;1.31;0.0
20180130:0010;0.0;0.0;0.0;2.94;1.52;0.0
20180130:0110;0.0;0.0;0.0;2.36;1.59;0.0
20180130:0210;0.0;0.0;0.0;1.95;1.66;0.0
20180130:0310;0.0;0.0;0.0;1.58;1.66;0.0
20180130:0410;0.0;0.0;0.0;1.27;1.59;0.0
20180130:0510;0.0;0.0;0.0;0.84;1.59;0.0
20180130:0610;0.0;0.0;0.0;0.5;1.72;0.0
20180130:0710;0.0;0.0;0.0;0.06;1.59;0.0
20180130:0810;220.47;264.51;6.67;0.01;1.59;0.0
20180130:0910;530.37;620.33;15.96;2.7;1.17;0.0
20180130:1010;651.93;788.91;23.67;6.9;1.17;0.0
20180130:1110;788.79;986.99;29.16;9.14;1.31;0.0
20180130:1210;780.94;983.2;31.77;10.65;1.45;0.0
20180130:1310;774.21;973.75;31.09;11.64;1.66;0.0
20180130:1410;679.97;843.4;27.23;12.22;1.66;0.0
20180130:1510;540.34;659.26;20.75;12.44;1.72;0.0
20180130:1610;331.85;410.22;12.32;12.26;1.66;0.0
20180130:1710;4.65;15.94;2.56;11.3;1.31;0.0
20180130:1810;0.0;0.0;0.0;9.46;1.86;0.0
20180130:1910;0.0;0.0;0.0;7.54;1.86;0.0
20180130:2010;0.0;0.0;0.0;6.06;1.93;0.0
20180130:2110;0.0;0.0;0.0;4.73;1.86;0.0
20180130:2210;0.0;0.0;0.0;3.66;1.72;0.0
20180130:2310;0.0;0.0;0.0;2.9;1.72;0.0
20180131:0010;0.0;0.0;0.0;2.4;1.79;0.0
20180131:0110;0.0;0.0;0.0;2.09;1.86;0.0
20180131:0210;0.0;0.0;0.0;1.69;1.79;0.0
20180131:0310;0.0;0.0;0.0;1.29;1.79;0.0
20180131:0410;0.0;0.0;0.0;0.9;1.79;0.0
20180131:0510;0.0;0.0;0.0;0.51;1.72;0.0
20180131:0610;0.0;0.0;0.0;0.17;1.59;0.0
20180131:0710;0.0;0.0;0.0;-0.08;1.45;0.0
20180131:0810;175.7;214.24;6.85;0.18;1.31;0.0
20180131:0910;488.85;573.84;16.15;3.03;0.76;0.0
20180131:1010;651.19;793.97;23.9;6.58;0.69;0.0
20180131:1110;762.25;954.79;29.42;8.62;0.97;0.0
20180131:1210;777.86;988.64;32.04;10.06;0.9;0.0
20180131:1310;774.75;994.8;31.37;11.16;0.69;0.0
20180131:1410;672.36;850.71;27.51;11.96;0.55;0.0
20180131:1510;533.98;661.51;21.01;12.4;0.62;0.0
20180131:1610;338.25;421.24;12.56;12.36;0.76;0.0
20180131:1710;7.82;21.82;2.78;11.48;0.9;0.0
20180131:1810;0.0;0.0;0.0;9.88;0.76;0.0
20180131:1910;0.0;0.0;0.0;6.88;1.66;0.0
20180131:2010;0.0;0.0;0.0;6.96;1.03;0.0
20180131:2110;0.0;0.0;0.0;5.57;1.38;0.0
20180131:2210;0.0;0.0;0.0;3.41;1.93;0.0
20180131:2310;0.0;0.0;0.0;2.1;1.79;0.0
20180201:0010;0.0;0.0;0.0;1.33;1.24;0.0
20180201:0110;0.0;0.0;0.0;1.23;0.83;0.0
20180201:0210;0.0;0.0;0.0;0.77;0.83;0.0
20180201:0310;0.0;0.0;0.0;-0.27;1.1;0.0
20180201:0410;0.0;0.0;0.0;-0.82;1.24;0.0
20180201:0510;0.0;0.0;0.0;-0.7;1.1;0.0
20180201:0610;0.0;0.0;0.0;-0.08;0.97;0.0
20180201:0710;0.0;0.0;0.0;1.73;0.41;0.0
20180201:0810;10.98;23.97;7.02;1.53;0.62;0.0
20180201:0910;277.61;325.52;16.36;2.59;0.55;0.0
20180201:1010;184.83;224.84;24.13;4.65;0.48;0.0
20180201:1110;259.63;310.62;29.67;6.94;1.59;0.0
20180201:1210;635.86;761.44;32.32;8.32;2.48;0.0
20180201:1310;750.45;905.05;31.65;8.61;3.03;0.0
20180201:1410;138.0;174.12;27.78;7.67;3.1;0.0
20180201:1510;154.44;191.48;21.27;7.26;3.31;0.0
20180201:1610;102.86;134.39;12.81;6.9;3.1;0.0
20180201:1710;0.0;4.61;3.01;6.19;3.24;0.0
20180201:1810;0.0;0.0;0.0;4.94;3.93;0.0
20180201:1910;0.0;0.0;0.0;4.7;3.38;0.0
20180201:2010;0.0;0.0;0.0;3.8;2.83;0.0
20180201:2110;0.0;0.0;0.0;2.99;2.34;0.0
20180201:2210;0.0;0.0;0.0;2.19;2.0;0.0
20180201:2310;0.0;0.0;0.0;1.44;2.0;0.0
20180202:0010;0.0;0.0;0.0;0.82;2.0;0.0
20180202:0110;0.0;0.0;0.0;0.29;1.93;0.0
20180202:0210;0.0;0.0;0.0;-0.05;1.93;0.0
20180202:0310;0.0;0.0;0.0;-0.23;2.07;0.0
20180202:0410;0.0;0.0;0.0;-0.31;2.34;0.0
20180202:0510;0.0;0.0;0.0;-0.22;2.69;0.0
20180202:0610;0.0;0.0;0.0;-0.08;3.03;0.0
20180202:0710;0.0;0.0;0.0;0.53;3.52;0.0
20180202:0810;95.12;123.56;7.2;0.82;3.52;0.0
20180202:0910;184.75;219.44;16.56;1.84;3.24;0.0
20180202:1010;691.68;794.67;24.36;3.07;4.28;0.0
20180202:1110;802.35;938.09;29.94;4.27;4.34;0.0
20180202:1210;817.67;962.29;32.6;5.37;4.55;0.0
20180202:1310;722.89;844.26;31.94;6.13;4.83;0.0
20180202:1410;744.06;869.12;28.06;6.54;4.97;0.0
20180202:1510;604.15;699.32;21.53;6.72;5.1;0.0
20180202:1610;364.24;430.1;13.05;6.38;4.9;0.0
20180202:1710;13.48;29.96;3.23;5.52;3.79;0.0
20180202:1810;0.0;0.0;0.0;4.07;3.1;0.0
20180202:1910;0.0;0.0;0.0;3.16;2.97;0.0
20180202:2010;0.0;0.0;0.0;2.47;2.41;0.0
20180202:2110;0.0;0.0;0.0;1.41;1.66;0.0
20180202:2210;0.0;0.0;0.0;1.58;0.9;0.0
20180202:2310;0.0;0.0;0.0;1.8;0.76;0.0
20180203:0010;0.0;0.0;0.0;1.47;0.83;0.0
20180203:0110;0.0;0.0;0.0;-0.25;1.17;0.0
20180203:0210;0.0;0.0;0.0;-1.25;1.38;0.0
20180203:0310;0.0;0.0;0.0;-1.19;1.31;0.0
20180203:0410;0.0;0.0;0.0;-0.75;1.03;0.0
20180203:0510;0.0;0.0;0.0;-1.47;1.31;0.0
20180203:0610;0.0;0.0;0.0;-1.98;1.38;0.0
20180203:0710;0.0;0.0;0.0;-1.84;1.66;0.0
20180203:0810;17.41;32.27;7.39;-1.5;1.45;0.0
20180203:0910;474.88;549.52;16.77;1.37;1.17;0.0
20180203:1010;539.3;627.04;24.6;3.77;2.07;0.0
20180203:1110;755.34;900.44;30.21;5.4;2.69;0.0
20180203:1210;790.07;948.72;32.89;6.77;3.1;0.0
20180203:1310;790.49;951.01;32.24;7.61;3.24;0.0
20180203:1410;695.42;829.73;28.35;8.17;3.1;0.0
20180203:1510;359.73;424.33;21.8;8.69;3.1;0.0
20180203:1610;168.92;210.49;13.29;8.52;2.9;0.0
20180203:1710;2.03;10.14;3.46;7.55;2.41;0.0
20180203:1810;0.0;0.0;0.0;6.51;2.34;0.0
20180203:1910;0.0;0.0;0.0;6.28;2.97;0.0
20180203:2010;0.0;0.0;0.0;5.64;2.69;0.0
20180203:2110;0.0;0.0;0.0;5.01;2.48;0.0
20180203:2210;0.0;0.0;0.0;4.33;2.21;0.0
20180203:2310;0.0;0.0;0.0;3.82;2.0;0.0
20180204:0010;0.0;0.0;0.0;3.38;1.86;0.0
20180204:0110;0.0;0.0;0.0;3.06;1.72;0.0
20180204:0210;0.0;0.0;0.0;2.74;1.52;0.0
20180204:0310;0.0;0.0;0.0;2.54;1.45;0.0
20180204:0410;0.0;0.0;0.0;2.32;1.38;0.0
20180204:0510;0.0;0.0;0.0;1.9;1.31;0.0
20180204:0610;0.0;0.0;0.0;1.78;1.45;0.0
20180204:0710;0.0;0.0;0.0;2.02;2.07;0.0
20180204:0810;2.61;11.06;7.58;2.06;2.28;0.0
20180204:0910;188.39;224.22;16.99;2.31;2.55;0.0
20180204:1010;51.28;73.75;24.85;2.63;2.97;0.0
20180204:1110;155.94;190.81;30.48;3.36;3.1;0.0
20180204:1210;68.78;94.03;33.19;3.41;3.17;0.0
20180204:1310;45.57;67.3;32.53;3.44;3.59;0.0
20180204:1410;60.85;84.81;28.64;2.72;2.55;0.0
20180204:1510;77.1;103.25;22.07;2.63;2.14;0.0
20180204:1610;95.89;124.39;13.54;2.75;2.48;0.0
20180204:1710;0.0;4.61;3.69;2.4;2.76;0.0
20180204:1810;0.0;0.0;0.0;2.04;2.62;0.0
20180204:1910;0.0;0.0;0.0;1.94;2.97;0.0
20180204:2010;0.0;0.0;0.0;1.84;2.97;0.0
20180204:2110;0.0;0.0;0.0;1.63;2.9;0.0
20180204:2210;0.0;0.0;0.0;1.59;2.9;0.0
20180204:2310;0.0;0.0;0.0;1.52;2.76;0.0
20180205:0010;0.0;0.0;0.0;1.41;2.62;0.0
20180205:0110;0.0;0.0;0.0;1.05;2.41;0.0
20180205:0210;0.0;0.0;0.0;0.82;2.34;0.0
20180205:0310;0.0;0.0;0.0;0.72;2.34;0.0
20180205:0410;0.0;0.0;0.0;0.77;2.28;0.0
20180205:0510;0.0;0.0;0.0;0.81;2.21;0.0
20180205:0610;0.0;0.0;0.0;0.8;2.21;0.0
20180205:0710;0.0;0.0;0.0;0.72;2.21;0.0
20180205:0810;23.74;40.62;7.78;0.74;2.07;0.0
20180205:0910;35.0;54.39;17.22;1.38;1.93;0.0
20180205:1010;57.1;80.2;25.1;1.57;1.86;0.0
20180205:1110;47.49;69.14;30.76;1.62;1.93;0.0
20180205:1210;54.63;77.44;33.48;1.87;2.21;0.0
20180205:1310;165.29;200.51;32.84;2.36;2.69;0.0
20180205:1410;65.69;90.34;28.93;2.94;3.24;0.0
20180205:1510;80.36;106.94;22.34;3.12;3.66;0.0
20180205:1610;156.66;192.03;13.79;3.63;3.86;0.0
20180205:1710;2.6;11.06;3.92;3.01;3.38;0.0
20180205:1810;0.0;0.0;0.0;2.23;3.17;0.0
20180205:1910;0.0;0.0;0.0;1.38;3.31;0.0
20180205:2010;0.0;0.0;0.0;1.15;3.1;0.0
20180205:2110;0.0;0.0;0.0;1.08;3.03;0.0
20180205:2210;0.0;0.0;0.0;0.72;2.97;0.0
20180205:2310;0.0;0.0;0.0;0.73;2.9;0.0
20180206:0010;0.0;0.0;0.0;0.5;2.9;0.0
20180206:0110;0.0;0.0;0.0;0.09;2.9;0.0
20180206:0210;0.0;0.0;0.0;0.14;2.76;0.0
20180206:0310;0.0;0.0;0.0;0.06;2.55;0.0
20180206:0410;0.0;0.0;0.0;-0.27;2.48;0.0
20180206:0510;0.0;0.0;0.0;-0.16;2.55;0.0
20180206:0610;0.0;0.0;0.0;-0.36;2.69;0.0
20180206:0710;0.0;0.0;0.0;0.2;3.17;0.0
20180206:0810;276.43;326.38;7.99;0.29;2.97;0.0
20180206:0910;545.73;624.61;17.44;1.16;2.62;0.0
20180206:1010;713.29;821.28;25.36;2.19;3.72;0.0
20180206:1110;826.36;965.6;31.05;3.14;4.07;0.0
20180206:1210;857.25;1010.11;33.79;4.54;4.41;0.0
20180206:1310;853.36;1007.65;33.14;5.53;4.55;0.0
20180206:1410;547.71;632.13;29.22;5.74;4.55;0.0
20180206:1510;610.32;705.11;22.61;5.57;4.55;0.0
20180206:1610;215.9;259.07;14.04;5.19;4.48;0.0
20180206:1710;75.4;116.25;4.15;4.35;3.72;0.0
20180206:1810;0.0;0.0;0.0;2.99;3.03;0.0
20180206:1910;0.0;0.0;0.0;2.39;2.69;0.0
20180206:2010;0.0;0.0;0.0;1.45;2.28;0.0
20180206:2110;0.0;0.0;0.0;0.5;2.0;0.0
20180206:2210;0.0;0.0;0.0;-0.51;1.79;0.0
20180206:2310;0.0;0.0;0.0;-1.43;1.72;0.0
20180207:0010;0.0;0.0;0.0;-2.19;1.66;0.0
20180207:0110;0.0;0.0;0.0;-2.62;1.52;0.0
20180207:0210;0.0;0.0;0.0;-2.86;1.38;0.0
20180207:0310;0.0;0.0;0.0;-3.0;1.38;0.0
20180207:0410;0.0;0.0;0.0;-3.21;1.38;0.0
20180207:0510;0.0;0.0;0.0;-3.2;1.52;0.0
