CUPS;Fecha;Hora;Consumo (kWh);Metodo_obtencion
ES0021000004465414FF;12/03/2022;5;0,122;R
ES0021000004465414FF;12/03/2022;6;0,151;R
ES0021000004465414FF;12/03/2022;7;0,229;R
ES0021000004465414FF;12/03/2022;8;0,38;R
ES0021000004465414FF;12/03/2022;9;0,439;R
ES0021000004465414FF;12/03/2022;10;0,972;R
ES0021000004465414FF;12/03/2022;11;0,721;R
ES0021000004465414FF;12/03/2022;12;0,723;R
ES0021000004465414FF;12/03/2022;13;1,52;R
ES0021000004465414FF;12/03/2022;14;1,454;R
ES0021000004465414FF;12/03/2022;15;0,533;R
ES0021000004465414FF;12/03/2022;16;0,67;R
ES0021000004465414FF;12/03/2022;17;0,552;R
ES0021000004465414FF;12/03/2022;18;0,517;R
ES0021000004465414FF;12/03/2022;19;0,626;R
ES0021000004465414FF;12/03/2022;20;0,632;R
ES0021000004465414FF;12/03/2022;21;0,796;R
ES0021000004465414FF;12/03/2022;22;0,733;R
ES0021000004465414FF;12/03/2022;23;0,576;R
ES0021000004465414FF;12/03/2022;24;0,493;R
ES0021000004465414FF;13/03/2022;1;0,475;R
ES0021000004465414FF;13/03/2022;2;0,459;R
ES0021000004465414FF;13/03/2022;3;0,179;R
ES0021000004465414FF;13/03/2022;4;0,142;R
ES0021000004465414FF;13/03/2022;5;0,171;R
ES0021000004465414FF;13/03/2022;6;0,142;R
ES0021000004465414FF;13/03/2022;7;0,231;R
ES0021000004465414FF;13/03/2022;8;0,255;R
ES0021000004465414FF;13/03/2022;9;0,191;R
ES0021000004465414FF;13/03/2022;10;0,175;R
ES0021000004465414FF;13/03/2022;11;0,241;R
ES0021000004465414FF;13/03/2022;12;0,242;R
ES0021000004465414FF;13/03/2022;13;0,51;R
ES0021000004465414FF;13/03/2022;14;0,622;R
ES0021000004465414FF;13/03/2022;15;0,693;R
ES0021000004465414FF;13/03/2022;16;0,571;R
ES0021000004465414FF;13/03/2022;17;0,592;R
ES0021000004465414FF;13/03/2022;18;0,552;R
ES0021000004465414FF;13/03/2022;19;0,423;R
ES0021000004465414FF;13/03/2022;20;0,42;R
ES0021000004465414FF;13/03/2022;21;0,52;R
ES0021000004465414FF;13/03/2022;22;0,523;R
ES0021000004465414FF;13/03/2022;23;0,553;R
ES0021000004465414FF;13/03/2022;24;0,354;R
ES0021000004465414FF;14/03/2022;1;0,268;R
ES0021000004465414FF;14/03/2022;2;0,153;R
ES0021000004465414FF;14/03/2022;3;0,184;R
ES0021000004465414FF;14/03/2022;4;0,208;R
ES0021000004465414FF;14/03/2022;5;0,138;R
ES0021000004465414FF;14/03/2022;6;0,225;R
ES0021000004465414FF;14/03/2022;7;0,292;R
ES0021000004465414FF;14/03/2022;8;0,344;R
ES0021000004465414FF;14/03/2022;9;0,258;R
ES0021000004465414FF;14/03/2022;10;0,386;R
ES0021000004465414FF;14/03/2022;11;0,245;R
ES0021000004465414FF;14/03/2022;12;0,282;R
ES0021000004465414FF;14/03/2022;13;0,778;R
ES0021000004465414FF;14/03/2022;14;0,805;R
ES0021000004465414FF;14/03/2022;15;0,24;R
ES0021000004465414FF;14/03/2022;16;0,691;R
ES0021000004465414FF;14/03/2022;17;0,486;R
ES0021000004465414FF;14/03/2022;18;0,43;R
ES0021000004465414FF;14/03/2022;19;0,357;R
ES0021000004465414FF;14/03/2022;20;0,289;R
ES0021000004465414FF;14/03/2022;21;1,313;R
ES0021000004465414FF;14/03/2022;22;1,176;R
ES0021000004465414FF;14/03/2022;23;0,515;R
ES0021000004465414FF;14/03/2022;24;0,387;R
ES0021000004465414FF;15/03/2022;1;0,185;R
ES0021000004465414FF;15/03/2022;2;0,118;R
ES0021000004465414FF;15/03/2022;3;0,178;R
ES0021000004465414FF;15/03/2022;4;0,144;R
ES0021000004465414FF;15/03/2022;5;0,114;R
ES0021000004465414FF;15/03/2022;6;0,13;R
ES0021000004465414FF;15/03/2022;7;0,35;R
ES0021000004465414FF;15/03/2022;8;0,26;R
ES0021000004465414FF;15/03/2022;9;0,193;R
ES0021000004465414FF;15/03/2022;10;0,231;R
ES0021000004465414FF;15/03/2022;11;0,237;R
ES0021000004465414FF;15/03/2022;12;0,249;R
ES0021000004465414FF;15/03/2022;13;0,256;R
ES0021000004465414FF;15/03/2022;14;0,284;R
ES0021000004465414FF;15/03/2022;15;0,443;R
ES0021000004465414FF;15/03/2022;16;0,454;R
ES0021000004465414FF;15/03/2022;17;0,466;R
ES0021000004465414FF;15/03/2022;18;0,416;R
ES0021000004465414FF;15/03/2022;19;0,332;R
ES0021000004465414FF;15/03/2022;20;0,323;R
ES0021000004465414FF;15/03/2022;21;0,707;R
ES0021000004465414FF;15/03/2022;22;0,94;R
ES0021000004465414FF;15/03/2022;23;0,822;R
ES0021000004465414FF;15/03/2022;24;0,278;R
ES0021000004465414FF;16/03/2022;1;0,294;R
ES0021000004465414FF;16/03/2022;2;0,162;R
ES0021000004465414FF;16/03/2022;3;0,134;R
ES0021000004465414FF;16/03/2022;4;0,113;R
ES0021000004465414FF;16/03/2022;5;0,172;R
ES0021000004465414FF;16/03/2022;6;0,205;R
ES0021000004465414FF;16/03/2022;7;0,253;R
ES0021000004465414FF;16/03/2022;8;0,476;R
ES0021000004465414FF;16/03/2022;9;0,206;R
ES0021000004465414FF;16/03/2022;10;0,201;R
ES0021000004465414FF;16/03/2022;11;0,168;R
ES0021000004465414FF;16/03/2022;12;0,209;R
ES0021000004465414FF;16/03/2022;13;0,196;R
ES0021000004465414FF;16/03/2022;14;0,184;R
ES0021000004465414FF;16/03/2022;15;0,731;R
ES0021000004465414FF;16/03/2022;16;0,496;R
ES0021000004465414FF;16/03/2022;17;0,614;R
ES0021000004465414FF;16/03/2022;18;0,482;R
ES0021000004465414FF;16/03/2022;19;0,313;R
ES0021000004465414FF;16/03/2022;20;0,368;R
ES0021000004465414FF;16/03/2022;21;1,589;R
ES0021000004465414FF;16/03/2022;22;0,561;R
ES0021000004465414FF;16/03/2022;23;0,512;R
ES0021000004465414FF;16/03/2022;24;0,317;R
ES0021000004465414FF;17/03/2022;1;0,291;R
ES0021000004465414FF;17/03/2022;2;0,16;R
ES0021000004465414FF;17/03/2022;3;0,15;R
ES0021000004465414FF;17/03/2022;4;0,178;R
ES0021000004465414FF;17/03/2022;5;0,139;R
ES0021000004465414FF;17/03/2022;6;0,201;R
ES0021000004465414FF;17/03/2022;7;0,229;R
ES0021000004465414FF;17/03/2022;8;0,322;R
ES0021000004465414FF;17/03/2022;9;0,467;R
ES0021000004465414FF;17/03/2022;10;0,359;R
ES0021000004465414FF;17/03/2022;11;0,226;R
ES0021000004465414FF;17/03/2022;12;0,283;R
ES0021000004465414FF;17/03/2022;13;0,214;R
ES0021000004465414FF;17/03/2022;14;0,384;R
ES0021000004465414FF;17/03/2022;15;0,881;R
ES0021000004465414FF;17/03/2022;16;0,39;R
ES0021000004465414FF;17/03/2022;17;0,385;R
ES0021000004465414FF;17/03/2022;18;0,545;R
ES0021000004465414FF;17/03/2022;19;0,477;R
ES0021000004465414FF;17/03/2022;20;0,37;R
ES0021000004465414FF;17/03/2022;21;0,478;R
ES0021000004465414FF;17/03/2022;22;0,696;R
ES0021000004465414FF;17/03/2022;23;0,37;R
ES0021000004465414FF;17/03/2022;24;0,347;R
ES0021000004465414FF;18/03/2022;1;0,357;R
ES0021000004465414FF;18/03/2022;2;0,269;R
ES0021000004465414FF;18/03/2022;3;0,207;R
ES0021000004465414FF;18/03/2022;4;0,161;R
ES0021000004465414FF;18/03/2022;5;0,151;R
ES0021000004465414FF;18/03/2022;6;0,166;R
ES0021000004465414FF;18/03/2022;7;0,26;R
ES0021000004465414FF;18/03/2022;8;0,442;R
ES0021000004465414FF;18/03/2022;9;0,685;R
ES0021000004465414FF;18/03/2022;10;0,389;R
ES0021000004465414FF;18/03/2022;11;0,226;R
ES0021000004465414FF;18/03/2022;12;0,22;R
ES0021000004465414FF;18/03/2022;13;0,27;R
ES0021000004465414FF;18/03/2022;14;0,579;R
ES0021000004465414FF;18/03/2022;15;0,588;R
ES0021000004465414FF;18/03/2022;16;0,657;R
ES0021000004465414FF;18/03/2022;17;0,284;R
ES0021000004465414FF;18/03/2022;18;0,276;R
ES0021000004465414FF;18/03/2022;19;0,243;R
ES0021000004465414FF;18/03/2022;20;0,407;R
ES0021000004465414FF;18/03/2022;21;0,437;R
ES0021000004465414FF;18/03/2022;22;0,36;R
ES0021000004465414FF;18/03/2022;23;0,223;R
ES0021000004465414FF;18/03/2022;24;0,379;R
ES0021000004465414FF;19/03/2022;1;0,409;R
ES0021000004465414FF;19/03/2022;2;0,314;R
ES0021000004465414FF;19/03/2022;3;0,155;R
ES0021000004465414FF;19/03/2022;4;0,176;R
ES0021000004465414FF;19/03/2022;5;0,139;R
ES0021000004465414FF;19/03/2022;6;0,146;R
ES0021000004465414FF;19/03/2022;7;0,231;R
ES0021000004465414FF;19/03/2022;8;0,308;R
ES0021000004465414FF;19/03/2022;9;0,406;R
ES0021000004465414FF;19/03/2022;10;0,402;R
ES0021000004465414FF;19/03/2022;11;0,276;R
ES0021000004465414FF;19/03/2022;12;0,315;R
ES0021000004465414FF;19/03/2022;13;1,463;R
ES0021000004465414FF;19/03/2022;14;1,215;R
ES0021000004465414FF;19/03/2022;15;0,61;R
ES0021000004465414FF;19/03/2022;16;0,722;R
ES0021000004465414FF;19/03/2022;17;0,492;R
ES0021000004465414FF;19/03/2022;18;0,498;R
ES0021000004465414FF;19/03/2022;19;0,437;R
ES0021000004465414FF;19/03/2022;20;0,548;R
ES0021000004465414FF;19/03/2022;21;0,477;R
ES0021000004465414FF;19/03/2022;22;0,487;R
ES0021000004465414FF;19/03/2022;23;0,459;R
ES0021000004465414FF;19/03/2022;24;0,414;R
ES0021000004465414FF;20/03/2022;1;0,456;R
ES0021000004465414FF;20/03/2022;2;0,311;R
ES0021000004465414FF;20/03/2022;3;0,201;R
ES0021000004465414FF;20/03/2022;4;0,182;R
ES0021000004465414FF;20/03/2022;5;0,147;R
ES0021000004465414FF;20/03/2022;6;0,241;R
ES0021000004465414FF;20/03/2022;7;0,168;R
ES0021000004465414FF;20/03/2022;8;0,169;R
ES0021000004465414FF;20/03/2022;9;0,281;R
ES0021000004465414FF;20/03/2022;10;0,358;R
ES0021000004465414FF;20/03/2022;11;0,466;R
ES0021000004465414FF;20/03/2022;12;0,332;R
ES0021000004465414FF;20/03/2022;13;0,519;R
ES0021000004465414FF;20/03/2022;14;0,512;R
ES0021000004465414FF;20/03/2022;15;1,946;R
ES0021000004465414FF;20/03/2022;16;0,615;R
ES0021000004465414FF;20/03/2022;17;0,75;R
ES0021000004465414FF;20/03/2022;18;0,432;R
ES0021000004465414FF;20/03/2022;19;0,784;R
ES0021000004465414FF;20/03/2022;20;0,938;R
ES0021000004465414FF;20/03/2022;21;1,074;R
ES0021000004465414FF;20/03/2022;22;1,02;R
ES0021000004465414FF;20/03/2022;23;0,714;R
ES0021000004465414FF;20/03/2022;24;0,433;R
ES0021000004465414FF;21/03/2022;1;0,317;R
ES0021000004465414FF;21/03/2022;2;0,159;R
ES0021000004465414FF;21/03/2022;3;0,132;R
ES0021000004465414FF;21/03/2022;4;0,197;R
ES0021000004465414FF;21/03/2022;5;0,11;R
ES0021000004465414FF;21/03/2022;6;0,175;R
ES0021000004465414FF;21/03/2022;7;0,247;R
ES0021000004465414FF;21/03/2022;8;0,301;R
ES0021000004465414FF;21/03/2022;9;0,387;R
ES0021000004465414FF;21/03/2022;10;1,321;R
ES0021000004465414FF;21/03/2022;11;0,438;R
ES0021000004465414FF;21/03/2022;12;0,315;R
ES0021000004465414FF;21/03/2022;13;0,453;R
ES0021000004465414FF;21/03/2022;14;0,201;R
ES0021000004465414FF;21/03/2022;15;0,488;R
ES0021000004465414FF;21/03/2022;16;0,344;R
ES0021000004465414FF;21/03/2022;17;0,339;R
ES0021000004465414FF;21/03/2022;18;0,457;R
ES0021000004465414FF;21/03/2022;19;0,374;R
ES0021000004465414FF;21/03/2022;20;0,436;R
ES0021000004465414FF;21/03/2022;21;1,145;R
ES0021000004465414FF;21/03/2022;22;0,77;R
ES0021000004465414FF;21/03/2022;23;0,536;R
ES0021000004465414FF;21/03/2022;24;0,436;R
ES0021000004465414FF;22/03/2022;1;0,356;R
ES0021000004465414FF;22/03/2022;2;0,209;R
ES0021000004465414FF;22/03/2022;3;0,146;R
ES0021000004465414FF;22/03/2022;4;0,184;R
ES0021000004465414FF;22/03/2022;5;0,139;R
ES0021000004465414FF;22/03/2022;6;0,204;R
ES0021000004465414FF;22/03/2022;7;0,293;R
ES0021000004465414FF;22/03/2022;8;0,343;R
ES0021000004465414FF;22/03/2022;9;0,223;R
ES0021000004465414FF;22/03/2022;10;0,242;R
ES0021000004465414FF;22/03/2022;11;0,211;R
ES0021000004465414FF;22/03/2022;12;0,192;R
ES0021000004465414FF;22/03/2022;13;0,18;R
ES0021000004465414FF;22/03/2022;14;0,24;R
ES0021000004465414FF;22/03/2022;15;0,304;R
ES0021000004465414FF;22/03/2022;16;0,426;R
ES0021000004465414FF;22/03/2022;17;0,564;R
ES0021000004465414FF;22/03/2022;18;0,53;R
ES0021000004465414FF;22/03/2022;19;1,03;R
ES0021000004465414FF;22/03/2022;20;0,314;R
ES0021000004465414FF;22/03/2022;21;0,876;R
ES0021000004465414FF;22/03/2022;22;0,807;R
ES0021000004465414FF;22/03/2022;23;0,583;R
ES0021000004465414FF;22/03/2022;24;0,279;R
ES0021000004465414FF;23/03/2022;1;0,193;R
ES0021000004465414FF;23/03/2022;2;0,173;R
ES0021000004465414FF;23/03/2022;3;0,182;R
ES0021000004465414FF;23/03/2022;4;0,187;R
ES0021000004465414FF;23/03/2022;5;0,258;R
ES0021000004465414FF;23/03/2022;6;0,136;R
ES0021000004465414FF;23/03/2022;7;0,388;R
ES0021000004465414FF;23/03/2022;8;0,347;R
ES0021000004465414FF;23/03/2022;9;0,14;R
ES0021000004465414FF;23/03/2022;10;0,116;R
ES0021000004465414FF;23/03/2022;11;0,137;R
ES0021000004465414FF;23/03/2022;12;0,135;R
ES0021000004465414FF;23/03/2022;13;0,158;R
ES0021000004465414FF;23/03/2022;14;0,141;R
ES0021000004465414FF;23/03/2022;15;0,161;R
ES0021000004465414FF;23/03/2022;16;0,422;R
ES0021000004465414FF;23/03/2022;17;0,576;R
ES0021000004465414FF;23/03/2022;18;0,377;R
ES0021000004465414FF;23/03/2022;19;0,421;R
ES0021000004465414FF;23/03/2022;20;0,664;R
ES0021000004465414FF;23/03/2022;21;1,188;R
ES0021000004465414FF;23/03/2022;22;0,759;R
ES0021000004465414FF;23/03/2022;23;1,229;R
ES0021000004465414FF;23/03/2022;24;0,23;R
ES0021000004465414FF;24/03/2022;1;0,195;R
ES0021000004465414FF;24/03/2022;2;0,15;R
ES0021000004465414FF;24/03/2022;3;0,173;R
ES0021000004465414FF;24/03/2022;4;0,139;R
ES0021000004465414FF;24/03/2022;5;0,151;R
ES0021000004465414FF;24/03/2022;6;0,191;R
ES0021000004465414FF;24/03/2022;7;0,353;R
ES0021000004465414FF;24/03/2022;8;0,222;R
ES0021000004465414FF;24/03/2022;9;0,271;R
ES0021000004465414FF;24/03/2022;10;0,161;R
ES0021000004465414FF;24/03/2022;11;0,323;R
ES0021000004465414FF;24/03/2022;12;0,235;R
ES0021000004465414FF;24/03/2022;13;0,261;R
ES0021000004465414FF;24/03/2022;14;0,254;R
ES0021000004465414FF;24/03/2022;15;0,229;R
ES0021000004465414FF;24/03/2022;16;0,407;R
ES0021000004465414FF;24/03/2022;17;0,295;R
ES0021000004465414FF;24/03/2022;18;0,34;R
ES0021000004465414FF;24/03/2022;19;0,269;R
ES0021000004465414FF;24/03/2022;20;0,383;R
ES0021000004465414FF;24/03/2022;21;0,465;R
ES0021000004465414FF;24/03/2022;22;0,885;R
ES0021000004465414FF;24/03/2022;23;0,396;R
ES0021000004465414FF;24/03/2022;24;0,28;R
ES0021000004465414FF;25/03/2022;1;0,178;R
ES0021000004465414FF;25/03/2022;2;0,183;R
ES0021000004465414FF;25/03/2022;3;0,24;R
ES0021000004465414FF;25/03/2022;4;0,176;R
ES0021000004465414FF;25/03/2022;5;0,159;R
ES0021000004465414FF;25/03/2022;6;0,153;R
ES0021000004465414FF;25/03/2022;7;0,269;R
ES0021000004465414FF;25/03/2022;8;0,354;R
ES0021000004465414FF;25/03/2022;9;0,432;R
ES0021000004465414FF;25/03/2022;10;0,267;R
ES0021000004465414FF;25/03/2022;11;0,442;R
ES0021000004465414FF;25/03/2022;12;0,335;R
ES0021000004465414FF;25/03/2022;13;0,305;R
ES0021000004465414FF;25/03/2022;14;0,307;R
ES0021000004465414FF;25/03/2022;15;1,163;R
ES0021000004465414FF;25/03/2022;16;0,241;R
ES0021000004465414FF;25/03/2022;17;0,388;R
ES0021000004465414FF;25/03/2022;18;0,354;R
ES0021000004465414FF;25/03/2022;19;0,337;R
ES0021000004465414FF;25/03/2022;20;0,294;R
ES0021000004465414FF;25/03/2022;21;0,41;R
ES0021000004465414FF;25/03/2022;22;0,357;R
ES0021000004465414FF;25/03/2022;23;0,248;R
ES0021000004465414FF;25/03/2022;24;0,245;R
ES0021000004465414FF;26/03/2022;1;0,148;R
ES0021000004465414FF;26/03/2022;2;0,194;R
ES0021000004465414FF;26/03/2022;3;0,115;R
ES0021000004465414FF;26/03/2022;4;0,249;R
ES0021000004465414FF;26/03/2022;5;0,198;R
ES0021000004465414FF;26/03/2022;6;0,159;R
ES0021000004465414FF;26/03/2022;7;0,147;R
ES0021000004465414FF;26/03/2022;8;0,247;R
ES0021000004465414FF;26/03/2022;9;0,387;R
ES0021000004465414FF;26/03/2022;10;0,317;R
ES0021000004465414FF;26/03/2022;11;0,483;R
ES0021000004465414FF;26/03/2022;12;0,258;R
ES0021000004465414FF;26/03/2022;13;0,388;R
ES0021000004465414FF;26/03/2022;14;0,961;R
ES0021000004465414FF;26/03/2022;15;2,053;R
ES0021000004465414FF;26/03/2022;16;0,778;R
ES0021000004465414FF;26/03/2022;17;0,349;R
ES0021000004465414FF;26/03/2022;18;0,528;R
ES0021000004465414FF;26/03/2022;19;0,388;R
ES0021000004465414FF;26/03/2022;20;0,32;R
ES0021000004465414FF;26/03/2022;21;0,414;R
ES0021000004465414FF;26/03/2022;22;0,346;R
ES0021000004465414FF;26/03/2022;23;0,223;R
ES0021000004465414FF;26/03/2022;24;0,21;R
ES0021000004465414FF;27/03/2022;1;0,171;R
ES0021000004465414FF;27/03/2022;2;0,207;R
ES0021000004465414FF;27/03/2022;3;0,205;R
ES0021000004465414FF;27/03/2022;4;0,177;R
ES0021000004465414FF;27/03/2022;5;0,139;R
ES0021000004465414FF;27/03/2022;6;0,143;R
ES0021000004465414FF;27/03/2022;7;0,158;R
ES0021000004465414FF;27/03/2022;8;0,137;R
ES0021000004465414FF;27/03/2022;9;0,193;R
ES0021000004465414FF;27/03/2022;10;0,367;R
ES0021000004465414FF;27/03/2022;11;0,451;R
ES0021000004465414FF;27/03/2022;12;0,703;R
ES0021000004465414FF;27/03/2022;13;1,519;R
ES0021000004465414FF;27/03/2022;14;1,094;R
ES0021000004465414FF;27/03/2022;15;0,704;R
ES0021000004465414FF;27/03/2022;16;0,477;R
ES0021000004465414FF;27/03/2022;17;0,354;R
ES0021000004465414FF;27/03/2022;18;0,252;R
ES0021000004465414FF;27/03/2022;19;0,48;R
ES0021000004465414FF;27/03/2022;20;0,675;R
ES0021000004465414FF;27/03/2022;21;0,557;R
ES0021000004465414FF;27/03/2022;22;0,968;R
ES0021000004465414FF;27/03/2022;23;0,347;R
ES0021000004465414FF;28/03/2022;1;0,286;R
ES0021000004465414FF;28/03/2022;2;0,165;R
ES0021000004465414FF;28/03/2022;3;0,18;R
ES0021000004465414FF;28/03/2022;4;0,165;R
ES0021000004465414FF;28/03/2022;5;0,137;R
ES0021000004465414FF;28/03/2022;6;0,165;R
ES0021000004465414FF;28/03/2022;7;0,311;R
ES0021000004465414FF;28/03/2022;8;0,262;R
ES0021000004465414FF;28/03/2022;9;0,175;R
ES0021000004465414FF;28/03/2022;10;0,219;R
ES0021000004465414FF;28/03/2022;11;0,164;R
ES0021000004465414FF;28/03/2022;12;0,136;R
ES0021000004465414FF;28/03/2022;13;0,18;R
ES0021000004465414FF;28/03/2022;14;0,144;R
ES0021000004465414FF;28/03/2022;15;0,248;R
ES0021000004465414FF;28/03/2022;16;0,378;R
ES0021000004465414FF;28/03/2022;17;0,245;R
ES0021000004465414FF;28/03/2022;18;0,409;R
ES0021000004465414FF;28/03/2022;19;0,78;R
ES0021000004465414FF;28/03/2022;20;0,266;R
ES0021000004465414FF;28/03/2022;21;1,294;R
ES0021000004465414FF;28/03/2022;22;0,59;R
ES0021000004465414FF;28/03/2022;23;0,306;R
ES0021000004465414FF;28/03/2022;24;0,187;R
ES0021000004465414FF;29/03/2022;1;0,193;R
ES0021000004465414FF;29/03/2022;2;0,138;R
ES0021000004465414FF;29/03/2022;3;0,188;R
ES0021000004465414FF;29/03/2022;4;0,176;R
ES0021000004465414FF;29/03/2022;5;0,207;R
ES0021000004465414FF;29/03/2022;6;0,194;R
ES0021000004465414FF;29/03/2022;7;0,316;R
ES0021000004465414FF;29/03/2022;8;0,282;R
ES0021000004465414FF;29/03/2022;9;0,24;R
ES0021000004465414FF;29/03/2022;10;0,189;R
ES0021000004465414FF;29/03/2022;11;0,166;R
ES0021000004465414FF;29/03/2022;12;0,186;R
ES0021000004465414FF;29/03/2022;13;0,232;R
ES0021000004465414FF;29/03/2022;14;0,162;R
ES0021000004465414FF;29/03/2022;15;0,27;R
ES0021000004465414FF;29/03/2022;16;0,399;R
ES0021000004465414FF;29/03/2022;17;0,621;R
ES0021000004465414FF;29/03/2022;18;1,18;R
ES0021000004465414FF;29/03/2022;19;0,454;R
ES0021000004465414FF;29/03/2022;20;0,861;R
ES0021000004465414FF;29/03/2022;21;0,462;R
ES0021000004465414FF;29/03/2022;22;0,879;R
ES0021000004465414FF;29/03/2022;23;0,342;R
ES0021000004465414FF;29/03/2022;24;0,327;R
ES0021000004465414FF;30/03/2022;1;0,484;R
ES0021000004465414FF;30/03/2022;2;0,69;R
ES0021000004465414FF;30/03/2022;3;0,372;R
ES0021000004465414FF;30/03/2022;4;0,33;R
ES0021000004465414FF;30/03/2022;5;0,334;R
ES0021000004465414FF;30/03/2022;6;0,42;R
ES0021000004465414FF;30/03/2022;7;0,74;R
ES0021000004465414FF;30/03/2022;8;0,528;R
ES0021000004465414FF;30/03/2022;9;0,284;R
ES0021000004465414FF;30/03/2022;10;0,26;R
ES0021000004465414FF;30/03/2022;11;0,346;R
ES0021000004465414FF;30/03/2022;12;0,34;R
ES0021000004465414FF;30/03/2022;13;0,438;R
ES0021000004465414FF;30/03/2022;14;0,524;R
ES0021000004465414FF;30/03/2022;15;0,56;R
ES0021000004465414FF;30/03/2022;16;0,966;R
ES0021000004465414FF;30/03/2022;17;1,072;R
ES0021000004465414FF;30/03/2022;18;1,072;R
ES0021000004465414FF;30/03/2022;19;0,932;R
ES0021000004465414FF;30/03/2022;20;1,08;R
ES0021000004465414FF;30/03/2022;21;1,948;R
ES0021000004465414FF;30/03/2022;22;3,76;R
ES0021000004465414FF;30/03/2022;23;1,472;R
ES0021000004465414FF;30/03/2022;24;0,858;R
ES0021000004465414FF;31/03/2022;1;0,326;R
ES0021000004465414FF;31/03/2022;2;0,294;R
ES0021000004465414FF;31/03/2022;3;0,198;R
ES0021000004465414FF;31/03/2022;4;0,135;R
ES0021000004465414FF;31/03/2022;5;0,207;R
ES0021000004465414FF;31/03/2022;6;0,112;R
ES0021000004465414FF;31/03/2022;7;0,318;R
ES0021000004465414FF;31/03/2022;8;0,253;R
ES0021000004465414FF;31/03/2022;9;0,215;R
ES0021000004465414FF;31/03/2022;10;0,284;R
ES0021000004465414FF;31/03/2022;11;0,253;R
ES0021000004465414FF;31/03/2022;12;0,281;R
ES0021000004465414FF;31/03/2022;13;0,292;R
ES0021000004465414FF;31/03/2022;14;0,256;R
ES0021000004465414FF;31/03/2022;15;0,28;R
ES0021000004465414FF;31/03/2022;16;0,405;R
ES0021000004465414FF;31/03/2022;17;0,515;R
ES0021000004465414FF;31/03/2022;18;0,455;R
ES0021000004465414FF;31/03/2022;19;0,421;R
ES0021000004465414FF;31/03/2022;20;0,423;R
ES0021000004465414FF;31/03/2022;21;0,59;R
ES0021000004465414FF;31/03/2022;22;0,413;R
ES0021000004465414FF;31/03/2022;23;0,368;R
ES0021000004465414FF;31/03/2022;24;0,368;R
ES0021000004465414FF;01/04/2022;1;0,229;R
ES0021000004465414FF;01/04/2022;2;0,188;R
ES0021000004465414FF;01/04/2022;3;0,245;R
ES0021000004465414FF;01/04/2022;4;0,177;R
ES0021000004465414FF;01/04/2022;5;0,173;R
ES0021000004465414FF;01/04/2022;6;0,132;R
ES0021000004465414FF;01/04/2022;7;0,233;R
ES0021000004465414FF;01/04/2022;8;0,263;R
ES0021000004465414FF;01/04/2022;9;0,225;R
ES0021000004465414FF;01/04/2022;10;0,312;R
ES0021000004465414FF;01/04/2022;11;0,183;R
ES0021000004465414FF;01/04/2022;12;0,264;R
ES0021000004465414FF;01/04/2022;13;0,262;R
ES0021000004465414FF;01/04/2022;14;0,377;R
ES0021000004465414FF;01/04/2022;15;1,06;R
ES0021000004465414FF;01/04/2022;16;0,888;R
ES0021000004465414FF;01/04/2022;17;0,619;R
ES0021000004465414FF;01/04/2022;18;0,677;R
ES0021000004465414FF;01/04/2022;19;0,617;R
ES0021000004465414FF;01/04/2022;20;0,494;R
ES0021000004465414FF;01/04/2022;21;0,477;R
ES0021000004465414FF;01/04/2022;22;0,381;R
ES0021000004465414FF;01/04/2022;23;0,354;R
ES0021000004465414FF;01/04/2022;24;0,294;R
ES0021000004465414FF;02/04/2022;1;0,287;R
ES0021000004465414FF;02/04/2022;2;0,212;R
ES0021000004465414FF;02/04/2022;3;0,168;R
ES0021000004465414FF;02/04/2022;4;0,156;R
ES0021000004465414FF;02/04/2022;5;0,258;R
ES0021000004465414FF;02/04/2022;6;0,219;R
ES0021000004465414FF;02/04/2022;7;0,185;R
ES0021000004465414FF;02/04/2022;8;0,375;R
ES0021000004465414FF;02/04/2022;9;0,302;R
ES0021000004465414FF;02/04/2022;10;0,287;R
ES0021000004465414FF;02/04/2022;11;0,376;R
ES0021000004465414FF;02/04/2022;12;0,661;R
ES0021000004465414FF;02/04/2022;13;0,478;R
ES0021000004465414FF;02/04/2022;14;0,384;R
ES0021000004465414FF;02/04/2022;15;0,777;R
ES0021000004465414FF;02/04/2022;16;0,731;R
ES0021000004465414FF;02/04/2022;17;0,624;R
ES0021000004465414FF;02/04/2022;18;0,576;R
ES0021000004465414FF;02/04/2022;19;0,459;R
ES0021000004465414FF;02/04/2022;20;0,501;R
ES0021000004465414FF;02/04/2022;21;0,486;R
ES0021000004465414FF;02/04/2022;22;0,352;R
ES0021000004465414FF;02/04/2022;23;0,505;R
ES0021000004465414FF;02/04/2022;24;0,549;R
ES0021000004465414FF;03/04/2022;1;0,374;R
ES0021000004465414FF;03/04/2022;2;0,27;R
ES0021000004465414FF;03/04/2022;3;0,193;R
